word	definition	concepts
heart	a plane figure with rounded sides curving inward at the top and intersecting at the bottom; conventionally used on playing cards and valentines	valentine heart
heart	a firm rather dry variety meat (usually beef or veal)	heart beef
heart	a positive feeling of liking	home trouble affection heart child welcome warmness everyone
heart	a playing card in the major suit that has one or more red hearts on it	queen trump heart
aspect	a distinct feature or element in a problem	facet question
aspect	a characteristic to be considered	
aspect	the visual percept of a region	park view feature
aspect	the beginning or duration or completion or repetition of the action of a verb	
aspect	the feelings expressed on a person's face	expression face look triumph
tackle	the person who plays that position on a football team	student tackle A
tackle	gear consisting of ropes etc. supporting a ship's masts and sails	
tackle	gear used in fishing	
tackle	(American football) a position on the line of scrimmage	tackle man
tackle	(American football) grasping an opposing player with the intention of stopping by throwing to the ground	
sweeper	an employee who sweeps (floors or streets etc.)	
sweeper	a cleaning implement with revolving brushes that pick up dirt as the implement is pushed over a carpet	
sweeper	little-known nocturnal fish of warm shallow seas with an oblong compressed body	
display	something intended to communicate a particular impression	display strength show impatience
display	something shown to the public	exhibit museum art
display	a visual representation of something	
display	behavior that makes your feelings public	display emotion
display	exhibiting openly in public view	display courage
display	an electronic device that represents information in visual form	
message	a communication (usually brief) that is written or spoken or signaled	message
message	what a communication that is about something is about	
pope	the head of the Roman Catholic Church	
pope	English poet and satirist (1688-1744)	
exchange	chemical process in which one atom or ion or group changes places with another	
exchange	a mutual expression of views (especially an unpleasant one)	exchange
exchange	the act of changing one thing for another thing	Adam interchange immortality exchange prisoner disobedience
exchange	the act of giving something in return for something received	sale exchange property loss
exchange	a workplace that serves as a telecommunications facility where lines from telephones can be connected together to permit communication	
exchange	a workplace for buying and selling; open only to members	
exchange	(sports) an unbroken sequence of several successive strokes	point Connors rally
exchange	reciprocal transfer of equivalent sums of money (especially the currencies of different countries)	interchange currency living
exchange	the act of putting one thing or person in the place of another: "he sent Smith in for Jones but the substitution came too late to help"	
exchange	(chess) gaining (or losing) a rook in return for a knight or bishop	exchange
exchange	(chess) the capture by both players (usually on consecutive moves) of pieces of equal value	queen endgame exchange
kiss	the act of caressing with the lips (or an instance thereof)	
kiss	a cookie made of egg whites and sugar	
kiss	any of several bite-sized candies	
kiss	a light glancing touch	hand kiss
mass	the property of a body that causes it to have weight in a gravitational field	
mass	(often followed by `of') a large number or amount or extent	batch trouble letter journalist deal winner mint photo stock cost money market plenty slew wad rest lot passel
mass	an ill-structured collection of similar things (objects or people)	
mass	(Roman Catholic Church and Protestant Churches) the celebration of the Eucharist	
mass	a body of matter without definite shape	ice mass
mass	the common people generally	warrior people power mass
mass	the property of something that is great in magnitude	export correspondence volume bulk mass
mass	a musical setting for a Mass	Mass Beethoven
mass	a sequence of prayers constituting the Christian Eucharistic rite	Mass priest
exercise	the activity of exerting your muscles in various ways to keep fit	work doctor exercise exertion exercising
exercise	the act of using	drug utilization computer use
exercise	systematic training by multiple repetitions	practice perfect
exercise	a task performed or problem solved in order to develop skill or understanding	end textbook chapter example
exercise	(usually plural) a ceremony that involves processions and speeches	exercise
pharisee	a self-righteous or sanctimonious person	
pharisee	a member of an ancient Jewish sect noted for strict obedience to Jewish traditions	
communion	the act of participating in the celebration of the Eucharist	governor rest congregation Communion
communion	sharing thoughts and feelings	
communion	(Christianity) a group of Christians with a common religious faith who practice the same rites	
lord	terms referring to the Judeo-Christian God	
lord	a person who has general authority over others	
lord	a titled peer of the realm	
element	an abstract part of something	harmony composition melody ingredient speech humor sentence factor constituent component success element character jealousy
element	an artifact that is one of the individual parts of which a composite entity is made up; especially a part that can be separated from or attached to a system	element component system car
element	any of the more than 100 known substances (of which 92 occur naturally) that cannot be separated into simpler substances and that singly or in combination constitute all matter	
element	the most favorable environment for a plant or animal	element water fish
element	one of four substances thought in ancient and medieval cosmology to constitute the physical universe	element alchemist
element	the situation in which you are happiest and most effective	element
element	a straight line that generates a cylinder or cone	
site	the piece of land on which something is located (or is to be located)	site school
site	physical position in relation to the surroundings	site nucleotide sequence
site	a computer connected to the internet that maintains a series of web pages on the World Wide Web	hacker site Israeli web
address	(computer science) the code that identifies where a piece of information is stored	
address	the place where a person or organization can be found or communicated with	
address	the act of delivering a formal spoken communication to an audience	poet Roman address
address	the manner of speaking to another individual	captain manner address
address	a sign in front of a house or business carrying the conventional form by which its location is described	
address	written directions for finding some location; written on letters or packages that are to be delivered to that location	
address	the stance assumed by a golfer in preparation for hitting a golf ball	
address	social skill	
living	the experience of being alive; the course of human events and activities	life complexity
living	people who are still living	pity living
living	the condition of living or the state of being alive	process chemical hope life
living	the financial means whereby one lives	livelihood support keep state child
teaching	the profession of a teacher	profession college while pedagogy
teaching	a doctrine that is taught	teaching religion precept Christian
teaching	the activities of educating or instructing; activities that impart knowledge or skill	teaching education classroom instruction
stress	the relative prominence of a syllable or musical note (especially with regard to stress or pitch)	stress
stress	(psychology) a state of mental or emotional strain or suspense	stress fatigue tension vasoconstrictor
stress	special emphasis attached to something	stress speed accuracy
stress	difficulty that causes worry or emotional tension	R.J.Samuelson stress danger strain economy period life
stress	(physics) force that produces strain on a physical body	intensity stress unit force area
sister	a female person who has the same parents as another person	musician sister
sister	(Roman Catholic Church) a title given to a nun (and used as a form of address)	Sisters God
sister	a female person who is a fellow member of a sorority or labor union or other group	none sister
sister	(slang) sometimes used as a term of address for attractive young women	
evil	morally objectionable behavior	
evil	that which causes harm or destruction or misfortune; the good is oft interred with their bones"- Shakespeare	men evil life
evil	the quality of being morally wrong in principle or practice	origin world attempt evil
rein	one of a pair of long straps (usually connected to the bit or the headpiece) used to control a horse	
rein	any means of control	rein government
tone	the quality of a person's voice	voice tone
tone	(linguistics) a pitch or change in pitch of the voice that serves to distinguish words in tonal languages	tone Beijing
tone	(music) the distinctive property of a complex sound (a voice or noise or musical sound)	soprano timbre bell broken tone
tone	the general atmosphere of a place or situation and the effect that it has on people	meeting smell city treason clergyman feel tone
tone	a quality of a given color that differs slightly from another color	trial pink shade
tone	a notation representing the pitch and duration of a musical sound	singer note
tone	a steady sound without overtones	hearing frequency tone
tone	the elastic tension of living muscles, arteries, etc. that facilitate response to stimuli	tonicity doctor
tone	a musical interval of two semitones	
tone	the quality of something (an act or a piece of writing) that reveals the attitudes and presuppositions of the author	government behavior article newspaper welcome tone
tough	someone who learned to fight in the streets rather than being formally trained in the sport of boxing	
tough	an aggressive and violent young criminal	
tough	a cruel and brutal fellow	
fix	informal terms for a difficult situation	marriage fix muddle
fix	something craved, especially an intravenous injection of a narcotic drug	chocolate fix
fix	the act of putting something in working order again	
fix	an exemption granted after influence (e.g., money) is brought to bear	fix gambler tax collusion
fix	a determination of the place where something is	fix target
fault	a wrong action attributable to bad judgment or ignorance or inattention	fault spite error mistake English
fault	an imperfection in an object or machine	crystal manufacturer flaw defect
fault	the quality of being inadequate or falling short of perfection	fault novel merit demerit
fault	(geology) a crack in the earth's crust resulting from the displacement of one side with respect to the other	fault crust faulting earth
fault	(electronics) equipment failure attributable to some defect in a circuit (loose connection or insulation failure or short circuit etc.)	fault
fault	responsibility for a bad situation or event	fault John
fault	(sports) a serve that is illegal (e.g., that lands outside the prescribed area)	fault
duty	the social force that binds you to the courses of action demanded by that force; every opportunity, an obligation; every possession, a duty"- John D.Rockefeller Jr	responsibility sense right child duty
duty	work that you are obliged to perform for moral or legal reasons	job duty
duty	a government tax on imports or exports	trade duty treaty country
abandon	the trait of lacking restraint or control; reckless freedom from inhibition or worry	abandon
abandon	a feeling of extreme emotional intensity	anger wildness
finance	the commercial activity of providing funds and capital	
finance	the branch of economics that studies the management of money and other assets	
finance	the management of money and credit and banking and investments	
growth	(biology) the process of an individual organism growing organically; a purely biological unfolding of events involved in an organism changing gradually from a simple to a more complex level	child indicator development
growth	a progression from simpler to more complex forms	growth culture
growth	a process of becoming larger or longer or more numerous or more important	growth increase unemployment population
growth	vegetation that has grown	growth salt grass tree
growth	the gradual beginning or coming forth	figurine sculpture emergence Greece
growth	(pathology) an abnormal proliferation of tissue (as in a tumor)	
growth	something grown or growing	growth hair
mile	a unit of length equal to 1,760 yards or 5,280 feet; exactly 1609.344 meters	
mile	a unit of length used in navigation; exactly 1,852 meters; historically based on the distance spanned by one minute of arc in latitude	
mile	a large distance	mile
mile	a former British unit of length once used in navigation; equivalent to 6,000 feet (1828.8 meters)	
mile	a former British unit of length equivalent to 6,080 feet (1,853.184 meters); 800 feet longer than a statute mile	
mile	an ancient Roman unit of length equivalent to 1620 yards	
mile	a Swedish unit of length equivalent to 10 km	
mile	a footrace extending one mile	mile record
cut	a share of the profits	earnings cut everyone
cut	(film) an immediate transition from one shot to the next	scene accident hospital cut
cut	a trench resembling a furrow that was made by erosion or excavation	
cut	a step on some scale	rest cut
cut	a wound made by cutting	bandage cut
cut	a piece of meat that has been cut from an animal carcass	
cut	a remark capable of wounding mentally	cut
cut	a distinct selection of music from a recording or a compact disc	track title cd cut album
cut	the omission that is made when an editorial change shortens a written passage	excision author deletion clause party editor
cut	the style in which a garment is cut	dress cut
cut	a canal made by erosion or excavation	
cut	a refusal to recognize someone you know	snub
cut	in baseball; a batter's attempt to hit a pitched ball	ball cut
cut	(sports) a stroke that puts reverse spin on the ball	cut tennis player
cut	the division of a deck of cards before dealing	card deal cutting cut
cut	the act of penetrating or opening open with a sharp edge	lining cut jewel
cut	the act of cutting something into parts	cake cutting cut mess
cut	the act of shortening something by chopping off the ends	barber cut
cut	the act of reducing the amount or number	city cut budget mayor
cut	an unexcused absence from class	math class cut
fringe	the outside boundary or surface of something	
fringe	a part of the city far removed from the center	city factory outskirt
fringe	one of the light or dark bands produced by the interference and diffraction of light	
fringe	a social group holding marginal or extreme views	time fringe member gun
fringe	a border of hair that is cut short and hangs across the forehead	
fringe	an ornamental border consisting of short lengths of hanging threads or tassels	
low	an air mass of lower pressure; often brings precipitation	sleet snow night
low	British political cartoonist (born in New Zealand) who created the character Colonel Blimp (1891-1963)	
low	a low level or position or degree	market stock
low	the lowest forward gear ratio in the gear box of a motor vehicle; used to start a car moving	
freedom	the condition of being free; the power to act or speak or think without externally imposed restraints	
freedom	immunity from an obligation or duty	
run-up	a substantial increase over a relatively short period of time	correction rate runup market interest
run-up	the approach run during which an athlete gathers speed	
defeat	an unsuccessful ending to a struggle or contest	defeat licking convincing army
defeat	the feeling that accompanies an experience of being thwarted in attaining your goals	
yield	production of a certain amount	
yield	the income or profit arising from such transactions as the sale of land or other property	% return
yield	an amount of a product	
yield	the quantity of something (as a commodity) that is created (usually within a given period of time)	production quarter
poison	any substance that causes injury or illness or death of a living organism	
poison	anything that harms or destroys	fascism poison
waste	any materials unused and rejected as worthless or unwanted	week material sewer waste
waste	useless or profitless activity; using or expending or consuming thoughtlessly or carelessly	dissipation resource waste effort gain
waste	the trait of wasting resources	opportunity wastefulness waste thriftlessness life
waste	an uninhabited wilderness that is worthless for cultivation	barren waste Africa desert trackless
waste	(law) reduction in the value of an estate caused by act or neglect	
manufacture	the organized action of making of goods and services for sale	computer use production industry
manufacture	the act of making something (a product) from raw materials	manufacturing fabrication Great synthesis improvement crystal explosive Britain manufacture
quantity	how much there is or how many there are of something that you can quantify	
quantity	an adequate or large amount	ammunition quantity
quantity	the concept that something has a magnitude and can be represented in mathematical expressions by a constant or a variable	
plant	buildings for carrying on industrial labor	plant automobile
plant	(botany) a living organism lacking the power of locomotion	
plant	an actor situated in the audience whose acting is rehearsed but seems spontaneous to the audience	
plant	something planted secretly for discovery by another	plant thief evidence police
security	the state of being free from danger or injury	service armed security name
security	defense against financial failure; financial independence	pension protection insurance age security wage loss
security	freedom from anxiety or fear	security dog watch feeling
security	a formal declaration that documents a fact of relevance to finance and investment; the holder has a right to receive interest or dividends	security
security	property that your creditor can claim in case you default on your obligation	security banker
security	a department responsible for the security of the institution's property and workers	security policeman head
security	a guarantee that an obligation will be met	
security	an electrical device that sets off an alarm when someone tries to break in	
security	measures taken as a precaution against theft or espionage or sabotage etc.	security uprising
press	the state of demanding notice or attention	business hunger insistence press matter
press	the print media responsible for gathering and publishing news in the form of newspapers or magazines	
press	a machine used for printing	
press	a dense crowd of people	
press	a tall piece of furniture that provides storage space for clothes; has a door and rails or hooks for hanging clothes	
press	clamp to prevent wooden rackets from warping when not in use	
press	any machine that exerts pressure to form or shape or cut materials or extract liquids or compress solids	
press	a weightlift in which the barbell is lifted to shoulder height and then smoothly lifted overhead	
press	the act of pressing; the exertion of pressure	pressing bleeding button press pressure
toy	an artifact designed to be played with	
toy	a nonfunctional replica of something else (frequently used as a modifier)	toy stove
toy	a device regarded as providing amusement	toy airplane man
toy	a copy that reproduces a person or thing in greatly reduced size	
toy	any of several breeds of very small dogs kept purely as pets	
barrier	a structure or object that impedes free movement	
barrier	any condition that makes it difficult to make progress or to achieve an objective	intolerance barrier
barrier	anything serving to maintain separation by obstructing vision or access	
yard	a unit of length equal to 3 feet; defined as 91.44 centimeters; originally taken to be the average length of a stride	
yard	the enclosed land around a house or other building	house yard
yard	a tract of land enclosed for particular activities (sometimes paved and usually associated with buildings)	town repair yard edge
yard	the cardinal number that is the product of 10 and 100	
yard	a unit of volume (as for sand or gravel)	
yard	a tract of land where logs are accumulated	
yard	an area having a network of railway tracks and sidings for storage and maintenance of cars and engines	
yard	a long horizontal spar tapered at the end and used to support and spread a square sail or lateen	
yard	an enclosure for animals (as chicken or livestock)	
grind	an insignificant student who is ridiculed as being affected or boringly studious	
grind	the grade of particle fineness to which a substance is ground	coffee grind
grind	hard monotonous routine work	
grind	the act of grinding to a powder or dust	
burn	pain that feels hot as if it were on fire	
burn	a browning of the skin resulting from exposure to the rays of the sun	
burn	an injury caused by exposure to heat or chemicals or radiation	
burn	a place or area that has been burned (especially on a person's body)	
burn	damage inflicted by fire	
port	a place (seaport or airport) where people and merchandise can enter or leave a country	
port	sweet dark-red dessert wine originally from Portugal	
port	an opening (in a wall or ship or armored vehicle) for firing through	
port	the left side of a ship or aircraft to someone who is aboard and facing the bow or nose	
port	(computer science) computer circuit consisting of the hardware and associated circuitry that links one device with another (especially a computer and a hard disk drive or other peripherals)	
shift	an event in which something is displaced without rotation	
shift	a qualitative change	
shift	the time period during which you are at work	
shift	the act of changing one thing or position for another	election switch cost abortion
shift	the act of moving from one place to another	class shifting
shift	(geology) a crack in the earth's crust resulting from the displacement of one side with respect to the other	fault crust faulting earth
shift	a crew of workers who work for a specific period of time	
shift	the key on the typewriter keyboard that shifts from lower-case letters to upper-case letters	
shift	a woman's sleeveless undergarment	
shift	a loose-fitting dress hanging straight from the shoulders without a waist	
chain	a series of things depending on each other as if linked together	concatenation chain circumstance command
chain	(chemistry) a series of linked atoms (generally in an organic molecule)	
chain	a series of (usually metal) rings or links fitted into one another to make a flexible ligament	
chain	(business) a number of similar establishments (stores or restaurants or banks or hotels or theaters) under one ownership	
chain	anything that acts as a restraint	
chain	a unit of length	
chain	British biochemist (born in Germany) who isolated and purified penicillin, which had been discovered in 1928 by Sir Alexander Fleming (1906-1979)	
chain	a series of hills or mountains	valley plain mountain hill range
chain	a linked or connected series of objects	chain daisy
chain	a necklace made by a stringing objects together; 	bead strand pearl string
collision	(physics) a brief event in which two or more bodies come together	energy change direction collision exchange particle
collision	an accident resulting from violent impact of a moving object	ship passenger collision oil spill
collision	a conflict of opposed ideas or attitudes or goals	collision interest
march	the month following February and preceding April	
march	the act of marching; walking with regular steps (especially in a procession of some kind)	sound march
march	a steady advance	science march time
march	a procession of people walking together	Avenue march Fifth
march	district consisting of the area on either side of a border or boundary of a country or an area	Welsh Wales march England
march	genre of music written for marching	Sousa march
march	a degree granted for the successful completion of advanced study of architecture	
operation	the state of being in effect or being operative	operation rule
operation	a business especially one run on a large scale	tax stage farming operation
operation	a planned activity involving many people performing various actions	operation restaurant rescue history police company
operation	(computer science) data processing in which the result is completely specified by a rule (especially the processing that results from a single instruction)	second million operation
operation	activity by a military or naval force (as a maneuver or campaign)	air navy force operation
operation	a medical procedure involving an incision with instruments; performed to repair damage or arrest disease in a living body	operating room operation surgery
operation	a process or series of acts especially of a practical or mechanical nature involved in a particular form of work	house tool machine operation
operation	process or manner of functioning or operating	power operation plane wind performance jet oven standard engine
operation	(psychology) the performance of some composite cognitive activity; an operation that affects mental contents	process thinking operation
operation	(mathematics) calculation by mathematical methods	derivation end operation chapter process problem
operation	the activity of operating something (a machine or business etc.)	vehicle ride operation
length	the linear extent in space from one end to the other; the longest dimension of something that is fixed in place	foot table length
length	continuance in time	length ceremony time duration
length	the property of being the extent of something from beginning to end	article length editor word
length	size of the gap between two places	distance New segment point line length Chicago York
length	a section of something that is long and narrow	timber length
mouth	the opening through which food is taken in and vocalizations emerge	mouth candy
mouth	the externally visible part of the oral cavity on the face and the system of organs surrounding the opening	mouth lipstick
mouth	an opening that resembles a mouth (as of a cave or a gorge)	mouth canyon cave fire
mouth	the point where a stream issues into a larger body of water	mouth New York Hudson
mouth	a person conceived as a consumer of food	mouth
mouth	a spokesperson (as a lawyer)	
mouth	an impudent or insolent rejoinder	sas
mouth	the opening of a jar or bottle	mouth jar
stretch	a large and unbroken expanse or distance	stretch highway water
stretch	the act of physically reaching or thrusting out	
stretch	a straightaway section of a racetrack	
stretch	exercise designed to extend the limbs and muscles to their full extent	
stretch	extension to or beyond the ordinary limit	stretch understanding imagination
stretch	an unbroken period of time during which you do something	stretch boredom penitentiary
stretch	the capacity for being stretched	
mix	a commercially prepared mixture of dry ingredients	
mix	an event that combines things in a mixture	culture mixture
mix	the act of mixing together	mixing water recording mix sound channel studio paste flour
drift	a force that moves something along	
drift	the gradual departure from an intended course due to external influences (as a ship or plane)	
drift	a process of linguistic change over a period of time	
drift	a large mass of material that is heaped up by the wind or by water currents	
drift	a general tendency to change (as of opinion)	electorate right trend movement book
drift	the pervading meaning or tenor	drift conversation
drift	a horizontal (or nearly horizontal) passageway in a mine	parallel drift vein
blow	a powerful stroke with the fist or a weapon	blow head
blow	an impact (as from a collision)	bicycle bump
blow	an unfortunate happening that hinders or impedes; something that is thwarting or frustrating	
blow	an unpleasant or disappointing surprise	shock
blow	a strong current of air	gust tree
blow	street names for cocaine	
blow	forceful exhalation through the nose or mouth	blow nose candle puff
safety	the state of being certain that adverse effects will not be caused by some agent under defined conditions	safety reciprocal risk insure child
safety	a safe place	safety
safety	a device designed to prevent injury or accidents	
safety	(baseball) the successful act of striking a baseball in such a way that the batter reaches base safely	
safety	contraceptive device consisting of a sheath of thin rubber or latex that is worn over the penis during intercourse	
safety	a score in American football; a player is tackled behind his own goal line	
air	a mixture of gases (especially oxygen) required for breathing; the stuff that the wind consists of	chemical smell pollution air window
air	the region above the ground	air mid hand ball
air	a distinctive but intangible quality surrounding a person or thing	place mystery house defeat candidate headquarters aura romance air atmosphere
air	a slight wind (usually refreshing)	breeze lake neck air
air	the mass of air surrounding the Earth	heat atmosphere air comet
air	once thought to be one of four elements composing the universe (Empedocles)	
air	a succession of notes forming a distinctive sequence	air Beethoven
air	medium for radio and television broadcasting	airwave program president til people air message
air	travel via aircraft	air travel airport time
pollution	undesirable state of the natural environment being contaminated with harmful substances as a consequence of human activities	
pollution	the state of being polluted	
pollution	the act of contaminating or polluting; including (either intentionally or accidentally) unwanted substances or factors	
angel	spiritual being attendant upon God	
angel	person of exceptional holiness	
angel	invests in a theatrical production	
angel	the highest waterfall; has more than one leap; flow varies seasonally	
stroke	(sports) the act of swinging or striking at a ball with a club or racket or bat or cue or hand	stroke bunker tempo balance shot
stroke	the maximum movement available to a pivoted or reciprocating piece by a cam	
stroke	a sudden loss of consciousness resulting when the rupture or occlusion of a blood vessel leads to oxygen lack in the brain	
stroke	a light touch	
stroke	a light touch with the hands	
stroke	(golf) the unit of scoring in golf is the act of hitting the ball with a club	stroke Nicklaus
stroke	the oarsman nearest the stern of the shell who sets the pace for the rest of the crew	
stroke	anything that happens suddenly or by chance without an apparent cause	stroke lottery accident pregnancy luck fortuity
stroke	a punctuation mark (/) used to separate related items of information	
stroke	a mark made on a surface by a pen, pencil, or paintbrush	stroke paint
stroke	any one of the repeated movements of the limbs and body used for locomotion in swimming or rowing	
stroke	a single complete movement	
switch	control consisting of a mechanical or electrical or electronic device for making or breaking or changing the connections in a circuit	
switch	an event in which one thing is substituted for another	blood replacement donor transfusion
switch	hairpiece consisting of a tress of false hair; used by women to give shape to a coiffure	
switch	railroad track having two movable rails and necessary connections; used to turn a train from one track to another or to store rolling stock	
switch	a flexible implement used as an instrument of punishment	
switch	a basketball maneuver; two defensive players shift assignments so that each guards the player usually guarded by the other	
switch	the act of changing one thing or position for another	election switch cost abortion
spot	a point located with respect to surface features of some region	spot place picnic planet
spot	a short section or illustration (as between radio or tv programs or in a magazine) that is often used for advertising	
spot	an outstanding characteristic	movie point acting
spot	a blemish made by dirt	cheek smudge
spot	a small contrasting part of something	ice spot bald cloud leopard fleck patch
spot	a section of an entertainment that is assigned to a specific performer or performance	spot program
spot	a business establishment for entertainment	spot night
spot	a job in an organization	post treasury
spot	a slight attack of illness	touch rheumatism
spot	a small piece or quantity of something	mind paper spot bit lint tea
spot	a mark on a die or on a playing card (shape depending on the suit)	
spot	a lamp that produces a strong beam of light to illuminate a restricted area; used to focus attention of a stage performer	
spot	a playing card with a specified number of pips on it to indicate its value	eight-spot
spot	an act that brings discredit to the person who does it	copybook blot
stack	an orderly pile	
stack	(often followed by `of') a large number or amount or extent	batch trouble letter journalist deal winner mint photo stock cost money market plenty slew wad rest lot passel
stack	a list in which the next item to be removed is the item most recently stored (LIFO)	
stack	a large tall chimney through which combustion gases and smoke can be evacuated	
stack	a storage device that handles data so that the next item to be retrieved is the item most recently stored (LIFO)	
regular	a regular patron	racetrack bum fixture habitue Central Park
regular	a soldier in the regular army	
regular	a dependable follower (especially in party politics)	party regular
regular	a garment size for persons of average height and weight	
grass	narrow-leaved green herbage: grown as lawns; used as pasture for grazing animals; cut and dried as hay	
grass	German writer of novels and poetry and plays (born 1927)	
grass	a police informer who implicates many people	
grass	bulky food like grass or hay for browsing or grazing horses or cattle	
grass	street names for marijuana	
drum	a musical percussion instrument; usually consists of a hollow cylinder with a membrane stretched across each end	
drum	the sound of a drum	drum fife
drum	a bulging cylindrical shape; hollow with flat ends	
drum	a cylindrical metal container used for shipping or storage of liquids	
drum	a hollow cast-iron cylinder attached to the wheel that forms part of the brakes	
drum	small to medium-sized bottom-dwelling food and game fishes of shallow coastal and fresh waters that make a drumming noise	
cloud	any collection of particles (e.g., smoke or dust) or gases that is visible	
cloud	a visible mass of water or ice particles suspended at a considerable altitude	
cloud	out of touch with reality	cloud head
cloud	a cause of worry or gloom or trouble	cloud dissent possibility horizon
cloud	suspicion affecting your reputation	mistake cloud
cloud	a group of many things in the air or on the ground	spore blossom swarm light cloud insect
father	a male parent (also used as a term of address to your father)	father Atlanta
father	the founder of a family	faith forefather
father	`Father' is a term of address for priests in some churches (especially the Roman Catholic Church or the Orthodox Catholic Church); `Padre' is frequently used in the military	
father	(Christianity) any of about 70 theologians in the period from the 2nd to the 7th century whose writing established and confirmed official church doctrine; in the Roman Catholic Church some were later declared saints and became Doctor of the Church; the best known Latin Church Fathers are Ambrose, Augustine, Gregory the Great, and Jerome; those who wrote in Greek include Athanasius, Basil, Gregory Nazianzen, and John Chrysostom	
father	a person who holds an important or distinguished position in some organization	favor tennis proposal city father
father	God when considered as the first person in the Trinity	Heavenly prayer Father
father	a person who founds or establishes some institution	father Washington George country
father	the head of an organized crime family	
deep	the central and most intense or profound part	deep winter night
deep	a long steep-sided depression in the ocean floor	
deep	literary term for an ocean	denizen
roast	a piece of meat roasted or for roasting and of a size for slicing into more than one portion	
roast	negative criticism	
object	a tangible and visible entity; an entity that can cast a shadow	ball racket object
object	the goal intended to be attained (and which is believed to be attainable)	child trip object
object	(grammar) a constituent that is acted upon	verb object
object	the focus of cognitions or feelings	thought affection object
object	(computing) a discrete item that provides a description of virtually anything known to a computer	programming operation data status method object
handling	manual (or mechanical) carrying or moving or delivering or working with something	
handling	the action of touching with the hands (or the skillful use of the hands) or by the use of mechanical means	
handling	the management of someone or something	treatment handling water right prisoner sewage system justice
movement	a change of position that does not entail a change of location	motion eyebrow motility move movement surprise hand sign life
movement	the act of changing location from one place to another	farm motion city move path people movement crowd police
movement	a natural event that involves a change in the position or location of something	
movement	a group of people with a common ideology who try together to achieve certain general goals	politician front liberation movement member mass
movement	a major self-contained part of a symphony or sonata	movement
movement	a series of actions advancing a principle or tending toward a particular end	drive cause world pennant slavery war team effort peace movement campaign
movement	an optical illusion of motion produced by viewing a rapid succession of still pictures of a moving object	motion light relies movement illusion cinema succession
movement	a euphemism for defecation	movement bowel
movement	a general tendency to change (as of opinion)	electorate right trend movement book
movement	the driving and regulating parts of a mechanism (as of a watch or clock)	movement diamond watch
movement	the act of changing the location of something	movement cargo vessel
dump	a coarse term for defecation	shit
dump	a piece of land where waste materials are dumped	
dump	(computer science) a copy of the contents of a computer storage device; sometimes used in debugging programs	
dump	a place where supplies can be stored	dump ammunition
drive	the act of applying force to propel something	drive velocity
drive	a mechanism by which force or power is transmitted in a machine	range drive speed operation
drive	a series of actions advancing a principle or tending toward a particular end	drive cause world pennant slavery war team effort peace movement campaign
drive	a road leading up to a private house	driveway
drive	the trait of being highly motivated	co-worker energy drive
drive	hitting a golf ball off of a tee with a driver	drive bound
drive	the act of driving a herd of animals overland	
drive	a journey in a vehicle (usually an automobile)	family drive car
drive	a physiological state corresponding to a strong need or desire	
drive	(computer science) a device that writes data onto or reads data from a storage medium	
drive	a wide scenic road planted with trees	view riverside drive offer
drive	(sports) a hard straight return (as in tennis or squash)	
risk	a source of danger; a possibility of incurring loss or misfortune	alcohol hazard health
risk	a venture undertaken without regard to possible loss or injury	danger crime risk thing reward
risk	the probability of becoming infected given that exposure to an infectious agent has occurred	
risk	the probability of being exposed to an infectious agent	
spill	liquid that is spilled	spill
spill	a channel that carries excess water over or around a dam or other obstruction	
spill	the act of allowing a fluid to escape	
spill	a sudden drop from an upright position	ice spill
border	a line that indicates a boundary	
border	the boundary line or the area immediately inside the boundary	
border	the boundary of a surface	
border	a decorative recessed or relieved surface on an edge	
border	a strip forming the outer edge of something	rug blue border
bag	a flexible container with a single opening	bag laundry
bag	the quantity of game taken in a particular period (usually by one person)	bag deer
bag	a place that the runner must touch before scoring	bag
bag	a container used for carrying money and small personal items or accessories (especially by women)	comb bag
bag	the quantity that a bag will hold	bag popcorn
bag	a portable rectangular container for carrying clothes	plane bag
bag	an ugly or ill-tempered woman	bag money
bag	mammary gland of bovids (cows and sheep and goats)	
bag	an activity that you like or at which you are superior	golf marriage chemistry dish tea bag cup
crack	a long narrow opening	
crack	a narrow opening	crack window
crack	a long narrow depression in a surface	
crack	a sudden sharp noise	twig ice whip cracking snap crack
crack	a chance to do something	shot champion
crack	witty remark	
crack	a blemish resulting from a break without complete separation of the parts	crack mirror
crack	a purified and potent form of cocaine that is smoked rather than snorted; highly addictive	
crack	a usually brief attempt	crack whirl
crack	the act of cracking something	
factor	anything that contributes causally to a result	outcome number factor
factor	an abstract part of something	harmony composition melody ingredient speech humor sentence factor constituent component success element character jealousy
factor	one of two or more integers that can be exactly divided into another integer	factor
factor	a businessman who buys or sells for another in exchange for a commission	
factor	any of the numbers (or symbols) that form a product when multiplied together	
factor	an independent variable in statistics	
factor	(genetics) a segment of DNA that is involved in producing a polypeptide chain; it can include regions preceding and following the coding DNA as well as introns between the exons; it is considered a unit of heredity	factor gene
trace	a just detectable amount	accent trace
trace	an indication that something has been present	claim condescension evidence tincture trace
trace	a suggestion of some quality	face touch sarcasm ghost smile tone
trace	a drawing created by superimposing a semitransparent sheet of paper on the original image and copying on it the lines of the original image	
trace	either of two lines that connect a horse's harness to a wagon or other vehicle or to a whiffletree	
trace	a visible mark (as a footprint) left by the passage of person or animal or vehicle	
