"word"	"definition"	"concepts"
"overcome"	"win a victory over"	"infirmity difficulty enemy shyness anger"
"overcome"	"get on top of; deal with successfully"	"shyness"
"overcome"	"overcome, as with emotions or perceptual stimuli"	
"overcome"	"overcome, usually through no fault or weakness of the person that is overcome"	"Heart disease"
"reckon"	"expect, believe, or suppose"	"state kitchen novel money lot"
"reckon"	"judge to be probable"	
"reckon"	"deem to be"	"situation"
"reckon"	"make a mathematical calculation or computation"	
"reckon"	"have faith or confidence in"	"time crisis friend family support"
"reckon"	"take account of"	"opponent monsoon Count"
"open"	"cause to open or to become open"	"Mary car door"
"open"	"start to operate or function or cause to start operating or functioning"	"business"
"open"	"become open"	"door"
"open"	"begin or set in action, of meetings, speeches, recitals, etc."	"speech meeting"
"open"	"spread out or open from a closed or folded state"	"map arm"
"open"	"make available"	"possibility"
"open"	"become available"	"opportunity"
"open"	"have an opening or passage or outlet"	"hall bedroom"
"open"	"make the opening move"	"opening Kasparov"
"open"	"afford access to"	"patio terrace door"
"open"	"display the contents of a file or start an application as on a computer"	
"impact"	"press or wedge together; pack together"	
"impact"	"have an effect upon"	"rule"
"store"	"keep or lay aside for future use"	"winter store period grain hibernation bear"
"store"	"find a place for and put away for storage"	"book vegetable"
"share"	"have in common"	"border country music love child share"
"share"	"use jointly or in common"	
"share"	"have, give, or receive a share of"	"cake"
"share"	"give out as one's portion or share"	
"share"	"communicate"	"idea share"
"branch"	"grow and send out branches or branch-like structures"	"plant"
"branch"	"divide into two or more branches so as to form a fork"	"fork road"
"pilot"	"operate an airplane"	"Cuba pilot"
"pilot"	"act as the navigator in a car, plane, or vessel and plan, direct, plot the path and position of the conveyance"	"accident ship trip anyone"
"mixed"	"mix together different elements"	"color"
"mixed"	"open (a place) to members of all races and ethnic groups"	"school"
"mixed"	"combine (electronic signals)"	"sound"
"mixed"	"add as an additional element or part"	"drink water"
"mixed"	"to bring or combine together or with something else"	"dance music"
"mixed"	"mix so as to make a random order or arrangement"	"card"
"bit"	"to grip, cut off, or tear with or as if with the teeth or jaws"	"Gunny"
"bit"	"cause a sharp or stinging pain or discomfort"	"face sun"
"bit"	"penetrate or cut, as with a knife"	"bit fork surface"
"bit"	"deliver a sting to"	"stung bee arm yesterday"
"sigh"	"heave or utter a sigh; breathe deeply and heavily"	
"sigh"	"utter with a sigh"	
"pump"	"operate like a pump; move up and down, like a handle or a pedal"	"pedal gas"
"pump"	"deliver forth"	"dummy bullet pump"
"pump"	"draw or pour with a pump"	
"pump"	"supply in great quantities"	"money Pump project"
"pump"	"flow intermittently"	
"pump"	"move up and down"	"weight pump gym"
"pump"	"raise (gases or fluids) with a pump"	
"pump"	"question persistently"	"witness information"
"prime"	"insert a primer into (a gun, mine, or charge) preparatory to detonation or firing"	"cannon mine"
"prime"	"cover with a primer; apply a primer to"	
"prime"	"fill with priming liquid"	"engine car"
"stake"	"put at risk"	"stake reputation"
"stake"	"place a bet on"	"horse"
"stake"	"mark with a stake"	"stake path"
"stake"	"tie or fasten to a stake"	"stake goat"
"stake"	"kill by piercing with a spear or sharp pole"	"enemy"
"earn"	"earn on some commercial or business transaction; earn as salary or wages"	"lot merger money month job"
"earn"	"acquire or deserve by one's efforts or actions"	
"concrete"	"cover with cement"	"wall"
"concrete"	"form into a solid mass; coalesce"	
"handicap"	"injure permanently"	"accident car"
"handicap"	"attempt to forecast the winner (especially in a horse race) and assign odds for or against a contestant"	
"handicap"	"put at a disadvantage"	"movement brace"
"strengthen"	"make strong or stronger"	"body country relation exercise"
"strengthen"	"gain strength"	"body"
"strengthen"	"give a healthy elasticity to"	"muscle"
"reverse"	"change to the contrary"	"trend House president tide opinion intern White affair"
"reverse"	"turn inside out or upside down"	
"reverse"	"rule against"	"Republicans House bill"
"reverse"	"cancel officially"	"ban embargo death sentence lift smoking"
"reverse"	"reverse the position, order, relation, or condition of"	"verb question subject"
"flow"	"move or progress freely as if in a stream"	"stadium crowd"
"flow"	"move along, of liquids"	"Missouri Water Mississippi cave"
"flow"	"cause to flow"	"wash artist paper"
"flow"	"be abundantly present"	"wedding champagne"
"flow"	"fall or flow in a certain way"	"hair dress"
"flow"	"cover or swamp with water"	
"flow"	"undergo menstruation"	"age"
"heap"	"bestow in large quantities"	"work"
"heap"	"arrange in stacks"	"shelf fireplace book firewood"
"heap"	"fill to overflow"	"potato platter"
"fire"	"start firing a weapon"	
"fire"	"cause to go off"	"gun bullet fire"
"fire"	"bake in a kiln so as to harden"	"pottery fire"
"fire"	"terminate the employment of; discharge from an office or position"	"secretary bos % worker company today"
"fire"	"go off or discharge"	"gun"
"fire"	"drive out or away by or as if by fire"	"skepticism Surrender soldier"
"fire"	"call forth (emotions, feelings, and responses)"	"sympathy evoke smile pity arouse"
"fire"	"destroy by fire"	"house diary"
"fire"	"provide with fuel"	"furnace Oil"
"arrange"	"put into a proper or systematic order"	"shelf arrange book order"
"arrange"	"make arrangements for"	"President meeting"
"arrange"	"plan, organize, and carry out (an event)"	"tribe invasion"
"arrange"	"set (printed matter) into a specific format"	"letter Format"
"arrange"	"arrange attractively"	"hair wedding dress"
"arrange"	"adapt for performance in a different way"	"poem music"
"arrange"	"arrange thoughts, ideas, temporal events"	"memory time schedule bygone arrange life"
"making"	"engage in"	"nothing effort love research war revolution"
"making"	"give certain properties to something"	"someone mad fool invention millionaire deal meeting Make"
"making"	"make or cause to be or to become"	"office mess furor"
"making"	"cause to do; cause to act in a specified manner"	"child VCR wife computer sofa ad"
"making"	"give rise to; cause to happen or occur, not always intentionally"	"accident stir cause commotion"
"making"	"create or manufacture a man-made product"	"century toy car company"
"making"	"make, formulate, or derive in the mind"	"line estimate parallel draw remark conclusion"
"making"	"compel or make somebody or something to act in a certain way"	"People Heat law"
"making"	"create by artistic means"	"poem music Schoenberg Auden Picasso verse Cubism"
"making"	"earn on some commercial or business transaction; earn as salary or wages"	"lot merger money month job"
"making"	"create or design, often in a certain way"	"piece love forest room wood"
"making"	"to compose or represent:""This wall forms the background of the stage setting"""	"introduction roof branch"
"making"	"reach a goal, e.g., ""make the first team"""	"grade"
"making"	"be or be capable of being changed or made into"	"father host"
"making"	"make by shaping or bringing together constituents"	"stone wall cake dress"
"making"	"perform or carry out"	"advance call move phone decision make"
"making"	"make by combining materials and parts"	"warmer pig straw brassiere house"
"making"	"change from one form into another"	"clay water gold brick lead wine"
"making"	"act in a certain way so as to acquire"	"enemy friend"
"making"	"charge with a function; charge to be"	"Committee club president Head"
"making"	"achieve a point or goal"	"point day team Nicklaus goal"
"making"	"reach a destination, either real or abstract"	"line MAC doorstep water Detroit noon weekend machine"
"making"	"institute, enact, or establish"	"law"
"making"	"carry out or commit"	"mistake commit"
"making"	"form by assembling individuals or constituents"	"quorum"
"making"	"organize or be responsible for"	"reception party course"
"making"	"put in order or neaten"	"room bed"
"making"	"head into a specified direction"	"convict mountain hill"
"making"	"have a bowel movement"	"dog bed flower"
"making"	"undergo fabrication or creation"	"sweater wool"
"making"	"be suitable for"	"furniture Wood"
"making"	"add up to"	"make"
"making"	"amount to"	"increase living difference standard"
"making"	"constitute the essence of"	"man Clothes"
"making"	"appear to begin an activity"	"end nothing hello"
"making"	"proceed along a path"	"way forest crowd work"
"making"	"reach in time"	"plane"
"making"	"gather and light the materials for"	"fire"
"making"	"prepare for eating by applying heat"	"dinner omelette please breakfast fix guest"
"making"	"induce to have sex"	"Sally Harry Did night"
"making"	"assure the success of"	"review play critic"
"making"	"represent fictitiously, as in a play, or pretend to be or act like"	"actress"
"making"	"consider as being"	"problem people"
"making"	"calculate as being"	"foot height"
"making"	"cause to be enjoyable or pleasurable"	"day"
"making"	"favor the development of"	"winner Practice"
"making"	"develop into"	"father splendid"
"making"	"behave in a certain way"	"merry make"
"making"	"eliminate urine"	"cat rug"
"mess"	"eat in a mess hall"	
"mess"	"make a mess of or create disorder in"	"room"
"losing"	"fail to keep or to maintain; cease to have, either physically or in an abstract sense"	"seat purse"
"losing"	"fail to win"	"battle war"
"losing"	"suffer the loss of a person through death or removal"	"husband child war parent couple"
"losing"	"place (something) where one cannot find it again"	"eyeglass"
"losing"	"miss from one's possessions; lose sight of"	"glass"
"losing"	"allow to go out of sight"	"detective man light"
"losing"	"fail to make money in a business; make a loss or fail to profit"	"loss year dollar thousand company investment"
"losing"	"fail to get or obtain"	"opportunity year"
"losing"	"retreat"	
"losing"	"fail to perceive or to catch with the senses or the mind"	"remark point part"
"losing"	"be set at a disadvantage"	"translation author"
"injured"	"cause injuries or bodily harm to"	
"injured"	"hurt the feelings of"	"ego remark guest"
"injured"	"cause damage or affect negatively"	"business competition"
"coach"	"teach and supervise (someone); act as a trainer or coach (to), as in sports"	"crew team Olympic"
"coach"	"drive a coach"	
"ruin"	"destroy completely; damage irreparably"	"sugar tank make-up tear car"
"ruin"	"destroy or cause to fail"	"behavior election chance"
"ruin"	"reduce to bankruptcy"	"slump market daughter wedding"
"ruin"	"reduce to ruins"	"country war"
"ruin"	"deprive of virginity"	"man village girl"
"ruin"	"fall into ruin"	
"admit"	"declare to be true or admit the existence or reality or truth of"	"error"
"admit"	"allow to enter; grant entry to"	"pipe club non-members building air"
"admit"	"allow participation in or the right to be part of; permit to exercise the rights, functions, and responsibilities of"	"New Bar profession someone Jersey admit"
"admit"	"admit into a group or community"	"member student graduate study"
"admit"	"afford possibility"	"story solution allows problem interpretation"
"admit"	"give access or entrance to"	"yard door"
"admit"	"have room for; hold without crowding"	"auditorium theater hotel people guest"
"admit"	"serve as a means of entrance"	"ticket adult show"
"hammering"	"beat with or as if with a hammer"	"hammer metal"
"hammering"	"create by hammering"	"forge bowl pair silver tongue"
"weather"	"face and withstand with courage"	"element"
"weather"	"cause to slope"	
"weather"	"sail to the windward of"	
"weather"	"change under the action or influence of the weather"	"hut"
"concede"	"admit (to a wrongdoing)"	"money"
"concede"	"be willing to concede"	
"concede"	"give over; surrender or relinquish to the physical control of another"	
"concede"	"acknowledge defeat"	"candidate vote"
"slip"	"move stealthily"	"darkness ship"
"slip"	"insert inconspicuously or quickly or quietly"	"money waiter hand"
"slip"	"move obliquely or sideways, usually in an uncontrolled manner"	"sidewalk wheel"
"slip"	"get worse"	"grade"
"slip"	"move smoothly and easily"	"water marble place bolt"
"slip"	"to make a mistake or be incorrect"	
"slip"	"pass on stealthily"	"key nobody"
"slip"	"move easily"	"slip something"
"slip"	"cause to move with a smooth or sliding motion"	"place bolt"
"slip"	"pass out of one's memory"	
"slip"	"move out of position"	"joint dislocate hip"
"raise"	"raise the level or amount of something"	"price bread"
"raise"	"raise from a lower to a higher position"	"hand load"
"raise"	"cause to be heard or known; express or utter"	"shout protest cry"
"raise"	"collect funds for a specific purpose"	"dollar President college"
"raise"	"cultivate by growing, often involving improvements by means of agricultural techniques"	"wheat ham Parma region hog Bordeaux wine"
"raise"	"bring up"	"child family"
"raise"	"summon into action or bring into existence, often as if by magic"	"specter spirit mountain bird unemployment air"
"raise"	"move upwards"	"eye"
"raise"	"construct, build, or erect"	"barn"
"raise"	"call forth (emotions, feelings, and responses)"	"sympathy evoke smile pity arouse"
"raise"	"create a disturbance, especially by making a great noise"	"hell Cain raise roof"
"raise"	"raise in rank or condition"	"people law poverty"
"raise"	"increase"	"tension enjoyment"
"raise"	"give a promotion to or assign to a higher position"	"Women firm law year John replacement work"
"raise"	"cause to puff up with a leaven"	"bread"
"raise"	"bid (one's partner's suit) at a higher level"	
"raise"	"bet more than the previous player"	
"raise"	"cause to assemble or enlist in the military"	"army soldier"
"raise"	"put forward for consideration or discussion"	"topic question promotion"
"raise"	"pronounce (vowels) by bringing the tongue closer to the roof of the mouth"	"`o"
"raise"	"activate or stir up"	"mutiny"
"raise"	"establish radio communications with"	"Hanoi night"
"raise"	"multiply (a number) by itself a specified number of times: 8 is 2 raised to the power 3"	
"raise"	"bring (a surface or a design) into relief and cause to project"	"edge"
"raise"	"invigorate or heighten"	"lift ego spirit"
"raise"	"put an end to"	"siege ban"
"raise"	"cause to become alive again"	"Slavery raise ghost"
"lie"	"be located or situated somewhere; occupy a certain position"	
"lie"	"be lying, be prostrate; be in a horizontal position"	"book day shelf man lay bed"
"lie"	"originate (in)"	"problem country injustice"
"lie"	"be and remain in a particular state or condition"	"lie dormant"
"lie"	"tell an untruth; pretend with intent to deceive"	"parent"
"lie"	"have a place in relation to something else"	"hand Bosnia fate West Allies responsibility"
"lie"	"assume a reclining position"	"bed"
"steady"	"make steady"	
"steady"	"support or hold steady and make steadfast, with or as if with a brace"	"elbow wheel potter"
"supply"	"give something useful or necessary to"	"room heater"
"supply"	"circulate or distribute or equip with"	"child blanket supply uniform bed"
"supply"	"give what is desired or needed, especially support, food or sustenance"	"lunch guest hostess"
"supply"	"state or say further"	"`It"
"commend"	"express approval of"	
"commend"	"present as worthy of regard, kindness, or confidence"	"painting world"
"commend"	"give to in charge"	"child"
"commend"	"express a good opinion of"	
"commend"	"mention as by way of greeting or to indicate friendship"	"wife"
"revert"	"go back to a previous state"	"rule"
"revert"	"undergo reversion, as in a mutation"	
"willing"	"decree or ordain"	"existence God"
"willing"	"determine by choice"	"action"
"willing"	"leave or give by will after one's death"	"jewelry aunt estate grandfather"
"pace"	"walk with slow or fast paces"	"hall"
"pace"	"go at a pace"	"horse"
"pace"	"measure (distances) by pacing"	"yard ten step"
"pace"	"regulate or set the pace of"	"effort Pace"
"pressure"	"to cause to do through pressure or necessity, by physical, moral or intellectual means :""She forced him to take a job in the city"""	"information"
"pressure"	"exert pressure on someone through threats"	
"contrasting"	"put in opposition to show or emphasize differences"	"student work school"
"contrasting"	"to show differences when compared; be different"	"student ability contrast"
"loose"	"grant freedom to; free from confinement"	
"loose"	"turn loose or free from restraint"	"plague Loose mine humanity"
"loose"	"make loose or looser"	"tension rope"
"loose"	"become loose or looser or less tight"	"rope noose"
"encapsulate"	"enclose in a capsule or other small container"	
"encapsulate"	"put in a short or concise form; reduce in volume"	"news"
"delay"	"cause to be slowed down or delayed"	"Traffic work weather"
"delay"	"act later than planned, scheduled, or required"	"application school"
"delay"	"stop or halt"	"bloodshed Please"
"delay"	"slow the growth or development of"	"development child damage language brain"
"trouble"	"move deeply"	"thought book"
"trouble"	"to cause inconvenience or discomfort to"	"trouble Sorry"
"trouble"	"disturb in mind or make uneasy or cause to be worried or alarmed"	"father news"
"trouble"	"take the trouble to do something; concern oneself"	"trouble mother birthday"
"trouble"	"cause bodily suffering to and make sick or indisposed"	
"quarter"	"provide housing for (military personnel)"	
"quarter"	"pull (a person) apart with four horses tied to his extremities, so as to execute him"	"day crime people"
"quarter"	"divide into quarters"	"quarter apple"
"quarter"	"divide by four; divide into quarters"	
"distress"	"bring into difficulties or distress, especially financial hardship"	
"distress"	"cause mental pain to"	"mother child news illness"
"evidence"	"provide evidence for; stand as proof of; show by one's behavior, attitude, or external attributes"	"illness fairness level sense building fever sophistication decision Rome"
"evidence"	"provide evidence for"	"behavior test incompetence father blood"
"evidence"	"give evidence"	"colleague"
"missing"	"fail to perceive or to catch with the senses or the mind"	"remark point part"
"missing"	"feel or suffer from the lack of"	"mother"
"missing"	"fail to attend an event or activity"	"week concert school"
"missing"	"leave undone or leave out"	"worker ten typo conveyor"
"missing"	"fail to reach or get to"	"train"
"missing"	"be without"	"box salt jewelry something soup"
"missing"	"fail to reach"	"target arrow"
"missing"	"be absent"	"child week"
"missing"	"fail to experience"	"hurricane"
"recall"	"recall knowledge from memory; have a recollection"	"memory name phone number thing"
"recall"	"go back to something earlier"	"remark"
"recall"	"call to mind"	"John F. word Kennedy"
"recall"	"summon to return"	"country worker company recession ambassador"
"recall"	"cause one's (or someone else's) thoughts or attention to return from a reverie or digression"	"laugh"
"recall"	"make unavailable; bar from sale or distribution"	"faulty product company"
"recall"	"cause to be returned"	"tire manufacturer auto yoghurt spoilt"
"exhibit"	"show an attribute, property, knowledge, or skill"	"talent"
"exhibit"	"to show, make visible or apparent"	"skirt shorter leg National skill Goya month statesmanship Metropolitan Museum leader work"
"exhibit"	"give an exhibition of to an interested audience"	"software Washington dog"
"exhibit"	"walk ostentatiously"	"town husband"
"redeeming"	"save from sins"	
"redeeming"	"restore the honor or worth of"	
"redeeming"	"to turn in (vouchers or coupons) and receive something in exchange"	
"redeeming"	"exchange or buy back for money; under threat"	
"redeeming"	"pay off (loans or promissory notes)"	
"redeeming"	"convert into cash; of commercial papers"	
"bridge"	"connect or reduce the distance between"	
"bridge"	"make a bridge across"	"river bridge"
"bridge"	"cross over on a bridge"	
"assess"	"evaluate or estimate the nature, quality, ability, extent, or significance of"	"jewel risk access family factor"
"assess"	"charge (a person or a property) with a payment, such as a tax or a fine"	
"assess"	"set or determine the amount of (a payment such as a fine)"	
"assess"	"estimate the value of (property) for taxation"	"year house"
"scuffle"	"walk by dragging one's feet"	"hall room foot"
"scuffle"	"fight or struggle in a confused way at close quarters"	"men"
"exit"	"move out of or depart from"	"fugitive country room"
"exit"	"lose the lead"	
"exit"	"pass from physical life and lose all bodily attributes and functions necessary to sustain life"	"guy child cancer patient fire bucket age"
"kick"	"drive or propel with the foot"	
"kick"	"thrash about or strike out with the feet"	
"kick"	"strike with the foot"	"boy Kick dog door"
"kick"	"kick a leg up"	
"kick"	"spring back, as from a forceful thrust"	"gun shoulder"
"kick"	"stop consuming"	"alcohol habit"
"kick"	"make a goal"	"touchdown point"
"kick"	"express complaints, discontent, displeasure, or unhappiness"	"mother lot day"
"drag"	"pull, as against a resistance"	"worry suitcase"
"drag"	"draw slowly or heavily"	"stone haul net"
"drag"	"force into some kind of situation, condition, or course of action"	"event business"
"drag"	"move slowly and as if with great effort"	
"drag"	"to lag or linger behind"	"area"
"drag"	"suck in or take (air)"	"draw cigarette breath"
"drag"	"use a computer mouse to move icons on the screen and select commands from a menu"	"hand drag icon corner screen"
"drag"	"walk without lifting the feet"	
"drag"	"search (as the bottom of a body of water) for something valuable or lost"	
"drag"	"persuade to come away from something attractive or interesting"	"set television"
"drag"	"proceed for an extended period of time"	"speech hour"
"passing"	"go across or through"	"point mind thought police car"
"passing"	"move past"	"line hall limousine professor soldier window"
"passing"	"make laws, bills, etc. or bring into effect by legislation"	"amendment time people"
"passing"	"pass by"	"year"
"passing"	"place into the hands or custody of"	"hand spoon lawyer file prisoner"
"passing"	"stretch out over a distance, space, time, or scope; run or extend between two points or beyond a certain point"	"consideration memory year fact way asset life knowledge Service"
"passing"	"travel past"	"truck sport car"
"passing"	"come to pass"	"Nothing incidence place meeting"
"passing"	"go unchallenged; be approved"	"bill House"
"passing"	"pass time in a specific way"	"vacation summer"
"passing"	"pass over, across, or through"	"figurine hair body eye finger"
"passing"	"transmit information"	"employee message news pas"
"passing"	"disappear gradually"	"pain"
"passing"	"go successfully through a test or a selection process"	"law Bar practice Exam Jersey"
"passing"	"be superior or better than some standard"	"year performance expectation"
"passing"	"accept or judge as acceptable"	"student teacher"
"passing"	"allow to go without comment or censure"	"insult"
"passing"	"transfer to another; of rights or property"	"official house control"
"passing"	"pass into a specified state or condition"	"nirvana"
"passing"	"throw (a ball) to another player"	"Smith"
"passing"	"be inherited by"	"sister heir land estate everybody family"
"passing"	"cause to pass"	"plate"
"passing"	"grant authorization or clearance for"	"manuscript rock biography publication star"
"passing"	"pass from physical life and lose all bodily attributes and functions necessary to sustain life"	"guy child cancer patient fire bucket age"
"passing"	"eliminate from the body"	"kidney stone"
"sprinkle"	"distribute loosely"	"wagon powder"
"sprinkle"	"cause (a liquid) to spatter about, especially with force"	"water"
"sprinkle"	"rain gently"	"road"
"sprinkle"	"scatter with liquid; wet lightly"	"lawn"
"title"	"give a title to"	
"title"	"designate by an identifying term"	"nation States Confederate"
"buy"	"obtain by purchase; acquire by means of a financial transaction"	"conglomerate store department company family car"
"buy"	"make illegal payments to in exchange for favors or influence"	"judge"
"buy"	"be worth or be capable of buying"	"sum ride train"
"buy"	"acquire by trade or sacrifice or exchange"	"love dedication work"
"buy"	"accept as true"	"story"
"staff"	"provide with staff"	"position"
"staff"	"serve on the staff of"	"staff reception men desk"
"gamble"	"take a risk in the hope of a favorable outcome"	"stock"
"gamble"	"play games for money"	
"flop"	"fall loosely"	"chair"
"flop"	"fall suddenly and abruptly"	
"flop"	"fail utterly; collapse"	"project"
"pass"	"go across or through"	"point mind thought police car"
"pass"	"move past"	"line hall limousine professor soldier window"
"pass"	"make laws, bills, etc. or bring into effect by legislation"	"amendment time people"
"pass"	"pass by"	"year"
"pass"	"place into the hands or custody of"	"hand spoon lawyer file prisoner"
"pass"	"stretch out over a distance, space, time, or scope; run or extend between two points or beyond a certain point"	"consideration memory year fact way asset life knowledge Service"
"pass"	"travel past"	"truck sport car"
"pass"	"come to pass"	"Nothing incidence place meeting"
"pass"	"go unchallenged; be approved"	"bill House"
"pass"	"pass time in a specific way"	"vacation summer"
"pass"	"pass over, across, or through"	"figurine hair body eye finger"
"pass"	"transmit information"	"employee message news pas"
"pass"	"disappear gradually"	"pain"
"pass"	"go successfully through a test or a selection process"	"law Bar practice Exam Jersey"
"pass"	"be superior or better than some standard"	"year performance expectation"
"pass"	"accept or judge as acceptable"	"student teacher"
"pass"	"allow to go without comment or censure"	"insult"
"pass"	"transfer to another; of rights or property"	"official house control"
"pass"	"pass into a specified state or condition"	"nirvana"
"pass"	"throw (a ball) to another player"	"Smith"
"pass"	"be inherited by"	"sister heir land estate everybody family"
"pass"	"cause to pass"	"plate"
"pass"	"grant authorization or clearance for"	"manuscript rock biography publication star"
"pass"	"pass from physical life and lose all bodily attributes and functions necessary to sustain life"	"guy child cancer patient fire bucket age"
"pass"	"eliminate from the body"	"kidney stone"
"mark"	"attach a tag or label to"	"label bottle"
"mark"	"designate as if by a mark"	"sign border"
"mark"	"be a distinctive feature, attribute, or trait; sometimes in a very positive sense"	"distinguishes peer"
"mark"	"mark by some ceremony or observation"	"citizen march anniversary parade revolution"
"mark"	"make or leave a mark on"	"believer trail forehead scout ash"
"mark"	"to accuse or condemn or openly or formally or brand as disgraceful"	"society action child wedlock government"
"mark"	"notice or perceive"	"someone mark word"
"mark"	"mark with a scar"	"face disease"
"mark"	"make small marks into the surface of"	"clay"
"mark"	"establish as the highest level or best performance"	"record"
"mark"	"make underscoring marks"	
"mark"	"remove from a list"	"name person list"
"mark"	"put a check mark on or near or next to"	"mark list unit name Please item"
"mark"	"assign a grade or rank to, according to one's evaluation"	"mark SAT grade test homework essay"
"mark"	"insert punctuation marks into"	
"foot"	"pay for something"	"tab burden bill foot mortgage"
"foot"	"walk"	"let disco"
"foot"	"add a column of numbers"	
"spare"	"refrain from harming"	
"spare"	"save or relieve from an experience or action"	
"spare"	"give up what is not strictly needed"	"journey horse"
"spare"	"use frugally or carefully"	
"deal"	"act on verbally or in some form of artistic expression"	"incest Civilization book China history course"
"deal"	"take into consideration for exemplifying purposes"	"case China"
"deal"	"take action with respect to (someone or something)"	"problem student teacher"
"deal"	"come to terms with"	"loaf day gas gallon"
"deal"	"administer or bestow, as in small portions"	"money child shell dole someone remark drink pocket everyone machine blow"
"deal"	"do business; offer for sale as for one's livelihood"	"brother gold shoe"
"deal"	"be in charge of, act on, or dispose of"	"worker parent blender nut crew affair"
"deal"	"behave in a certain way towards others"	"employee"
"deal"	"distribute cards to the players in a game"	
"deal"	"direct the course of; manage or control"	"business"
"deal"	"give out as one's portion or share"	
"deal"	"give (a specific card) to a player"	"Spades Queen"
"deal"	"sell"	"hashish deal"
"direct"	"command with authority"	"child homework"
"direct"	"intend (something) to move towards a certain goal"	"towards face opponent others criticism fist anger"
"direct"	"guide the actors in (plays and films)"	
"direct"	"be in charge of"	
"direct"	"take somebody somewhere"	"palace chief entrance"
"direct"	"cause to go somewhere"	"dissertation child energy explosion air car"
"direct"	"point or cause to go (blows, weapons, or objects such as photographic equipment) towards"	"gun woman burglar opponent Please swipe brother camera"
"direct"	"lead, as in the performance of a composition; Barenboim conducted the Chicago symphony for years"""	"orchestra conduct"
"direct"	"give directions to; point somebody into a certain direction"	"town hall"
"direct"	"specifically design a product, event, or activity for a certain public"	
"direct"	"direct the course; determine the direction of travelling"	
"direct"	"put an address on (an envelope)"	
"direct"	"plan and direct (a complex undertaking)"	"robbery"
"withdraw"	"pull back or move away or backward"	"limo enemy curb"
"withdraw"	"withdraw from active participation"	"chess"
"withdraw"	"release from something that holds fast, connects, or entangles"	"gear influence"
"withdraw"	"cause to be returned"	"tire manufacturer auto yoghurt spoilt"
"withdraw"	"take back what one has said"	"word"
"withdraw"	"keep away from others"	"study book"
"withdraw"	"break from a meeting or gathering"	"library lunch men"
"withdraw"	"retire gracefully"	"chairmanship demand"
"withdraw"	"remove (a commodity) from (a supply source)"	"bank account emergency hospital supply doctor"
"withdraw"	"lose interest"	"life wife"
"withdraw"	"make a retreat from an earlier commitment or activity"	"investment horn promise company"
"withdraw"	"remove something concrete, as by lifting, pushing, or taking off, or remove something abstract"	"gun wrapper environment dish threat pocket machine heat table"
"tackle"	"accept as a challenge"	"task"
"tackle"	"put a harness"	"harness horse"
"tackle"	"seize and throw down an opponent player, who usually carries the ball"	
"display"	"to show, make visible or apparent"	"skirt shorter leg National skill Goya month statesmanship Metropolitan Museum leader work"
"display"	"attract attention by displaying some body part or posing; of animals"	
"broken"	"terminate"	"pregnancy streak cycle poverty"
"broken"	"become separated into pieces or fragments"	"freshly figurine loaf"
"broken"	"render inoperable or ineffective"	"alarm clock"
"broken"	"ruin completely"	"radio"
"broken"	"destroy the integrity of; usually by force; cause to separate into pieces or fragments"	"glass plate match"
"broken"	"act in disregard of laws, rules, contracts, or promises"	"humanity promise civilization law"
"broken"	"move away or escape suddenly"	"Nobody prison security horse inmate jail"
"broken"	"scatter or part"	"cloud downpour"
"broken"	"force out or release suddenly and often violently something pent up"	"break anger tear erupt"
"broken"	"prevent completion"	"negotiation project"
"broken"	"enter someone's (virtual or real) property in an unauthorized manner, usually with the intent to steal or commit a violent act"	"vacation account radio Someone night car"
"broken"	"make submissive, obedient, or useful"	"intern horse"
"broken"	"fail to agree with; be in violation of; as of rules or patterns"	"syntax rule sentence"
"broken"	"surpass in excellence"	"record"
"broken"	"make known to the public information that was previously known only to a few people or that was meant to be kept a secret"	"Gogh price actress murder van case evidence news auction truth house"
"broken"	"come into being"	"horizon air Voices"
"broken"	"stop operating or functioning"	"engine accident road town way eyesight bus coffee maker car"
"broken"	"interrupt a continued activity"	"pattern"
"broken"	"make a rupture in the ranks of the enemy or one's own by quitting or fleeing"	"rank"
"broken"	"curl over and fall apart in surf or foam, of waves"	"surf"
"broken"	"lessen in force or effect"	"shock fall"
"broken"	"be broken in"	"stress teacher"
"broken"	"come to an end"	"heat yesterday"
"broken"	"vary or interrupt a uniformity or continuity"	"plain mesa"
"broken"	"cause to give up a habit"	"cigarette"
"broken"	"give up"	"smoking break cigarette"
"broken"	"come forth or begin from a state of latency"	"York winter New storm"
"broken"	"happen or take place"	"Things month"
"broken"	"cause the failure or ruin of"	"peccadillo playwright marriage play"
"broken"	"invalidate by judicial action"	
"broken"	"discontinue an association or relation; go different ways"	"tax year friend marriage business question partner couple"
"broken"	"assign to a lower position; reduce in rank"	
"broken"	"reduce to bankruptcy"	"slump market daughter wedding"
"broken"	"change directions suddenly"	
"broken"	"emerge from the surface of a body of water"	"whale"
"broken"	"break down, literally or metaphorically"	"wall business ice weight roof dam"
"broken"	"do a break dance"	"corner Kids street"
"broken"	"exchange for smaller units of money"	"bill candy"
"broken"	"destroy the completeness of a set of related items"	"dealer set book"
"broken"	"make the opening shot that scatters the balls"	
"broken"	"separate from a clinch, in boxing"	"boxer"
"broken"	"go to pieces"	"gear lawn chair mower"
"broken"	"break a piece from a whole"	"tree branch"
"broken"	"become punctured or penetrated"	"skin"
"broken"	"pierce or penetrate"	"blade skin"
"broken"	"be released or become known; of news"	"death News morning broke"
