word,n_entries,n_senses_total,polysemy_type,n_synsets,min_wup_sim,n_navigli_clusters,n_onto_senses_n_v,wn-abs-conc,mipvu,metonymy_entities,av_cos_mon_synonyms_to_word,av_wup_sim,n_syns_wup_distance
swarthy,1,2,poly,1,1.0,0,0,-,ooc,False,0.5579040724702906,1.0,0.0
sadden,1,1,mon,2,0.3333333333333333,1,0,-,ooc,False,OOWN,0.3333333333333333,1.3333333333333335
convolution,1,2,poly,3,0.125,2,0,abs-conc,ooc,False,0.2351684985376283,0.18183760683760686,2.454487179487179
send off,1,4,poly,0,None,0,0,-,ooc,False,OOWN,,
survivor,1,1,mon,3,0.7058823529411765,1,0,conc,True,False,OOV/OOW,0.7205882352941178,0.8382352941176467
tear apart,1,2,poly,0,None,0,0,-,ooc,False,OOWN,,
reflect on,1,3,poly,0,None,0,0,-,ooc,False,OOWN,,
nonsensical,1,1,mon,2,None,2,0,-,ooc,False,0.2639493452733469,,
artificial,1,3,poly,3,None,1,0,-,False,False,0.17585579022987002,,
disinfect,1,1,mon,1,1.0,0,0,-,ooc,False,1.0000000000000013,1.0,0.0
clinker - built,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
whacked,1,1,mon,2,None,0,0,-,ooc,False,0.13475806526514209,,
Kremlin,1,2,poly,2,0.9,1,0,conc-n,ooc,True,OOWN,0.9,0.19999999999999996
sierra,1,1,mon,2,0.24,1,0,conc-n,ooc,False,OOV/OOW,0.24,1.52
race meeting,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
estate car,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
gradation,1,2,poly,3,0.2222222222222222,2,0,abs,ooc,False,OOWN,0.24074074074074073,2.2777777777777777
gamekeeper,1,1,mon,1,1.0,0,0,conc,ooc,False,1.000000000000002,1.0,0.0
halma,1,1,mon,1,1.0,0,0,abs,ooc,False,OOV/OOW,1.0,0.0
maxine,0,0,oov,0,None,0,0,-,False,False,OOWN,,
freepost,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
borehole,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
thruster,1,3,poly,2,0.3333333333333333,1,0,conc,ooc,False,OOWN,0.3333333333333333,1.3333333333333335
dilatory,1,1,mon,1,1.0,1,0,-,ooc,False,1.0000000000000007,1.0,0.0
flaccid,1,1,mon,2,None,1,0,-,ooc,False,0.25545068052298103,,
waterwheel,1,1,mon,2,0.9166666666666666,1,0,conc,ooc,False,OOWN,0.9166666666666666,0.16666666666666674
bumpy,1,3,poly,2,None,1,0,-,False,False,OOV/OOW,,
law - abiding,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
summerhouse,1,1,mon,1,1.0,0,0,conc,ooc,False,0.653794183046589,1.0,0.0
duchy,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000027,1.0,0.0
catalpa,1,1,mon,1,1.0,0,0,conc,ooc,False,1.000000000000001,1.0,0.0
scoundrel,1,1,mon,1,0.6666666666666666,0,0,conc,ooc,False,1.0000000000000013,1.0,0.0
periphery,1,3,poly,1,1.0,0,0,abs,ooc,False,1.0000000000000009,1.0,0.0
re-open,0,0,oov,0,None,0,0,-,False,False,OOWN,,
recuperative,1,1,mon,1,1.0,0,0,-,ooc,False,1.0000000000000007,1.0,0.0
unhallowed,1,2,poly,2,None,0,0,-,ooc,False,OOV/OOW,,
ann,0,0,oov,0,None,0,0,-,False,False,OOWN,,
inexhaustible,1,1,mon,2,None,1,0,-,ooc,False,OOWN,,
endearing,1,1,mon,2,None,0,0,-,False,False,0.26121816985357876,,
concerto,1,1,mon,1,1.0,0,0,abs,ooc,False,1.0000000000000004,1.0,0.0
barry,0,0,oov,0,None,0,0,-,False,False,OOWN,,
hatchback,1,1,mon,2,0.4166666666666667,1,0,conc,ooc,False,OOV/OOW,0.4166666666666667,1.1666666666666665
equality,1,2,poly,2,0.5,1,0,abs,ooc,False,OOWN,0.5,1.0
comatose,1,3,poly,2,None,1,0,-,ooc,False,OOWN,,
humidify,1,1,mon,1,1.0,0,0,-,ooc,False,OOV/OOW,1.0,0.0
fall off,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
swagger,2,3,homonyms_only_different_pos,6,0.09090909090909091,2,3,abs-conc,ooc,False,0.10605961791613104,0.2122113997113997,4.726731601731602
apple pie,1,2,poly,0,None,0,0,-,ooc,False,OOWN,,
multiplex,1,1,mon,4,0.5263157894736842,1,0,conc,ooc,False,OOWN,0.5263157894736842,1.8947368421052633
close thing,1,2,poly,0,None,0,0,-,ooc,False,OOWN,,
Genesis,1,1,mon,2,0.26666666666666666,1,0,abs-n,ooc,False,OOV/OOW,0.26666666666666666,1.4666666666666668
naught,1,4,poly,2,0.3076923076923077,1,0,abs,ooc,False,0.07498528513347873,0.3076923076923077,1.3846153846153846
vote,2,16,homonyms_only_different_pos,10,0.2,2,12,abs,False,False,0.348390765801789,0.39203643578643577,6.079635642135642
badly,1,3,poly,10,None,1,0,-,False,False,0.16770527614416358,,
1990s,0,0,oov,1,1.0,0,0,abs,False,False,1.000000000000001,1.0,0.0
sentient,1,2,poly,2,None,1,0,-,ooc,False,OOWN,,
balk,2,3,homonyms_only_different_pos,5,0.125,1,1,abs-conc,ooc,False,OOWN,0.2130252100840336,3.9348739495798317
V,3,4,homonyms_only_different_pos,5,0.23529411764705882,2,0,abs,ooc,False,OOV/OOW,0.2843137254901961,3.5784313725490193
anthill,1,1,mon,1,1.0,0,0,conc,ooc,False,1.000000000000001,1.0,0.0
helpless,1,1,mon,3,None,1,0,-,True,False,OOWN,,
loony bin,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
perforate,1,3,poly,3,0.6666666666666666,1,0,-,ooc,False,OOWN,0.6666666666666666,1.0
house arrest,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
burst out,1,2,poly,0,None,0,0,-,ooc,False,OOWN,,
pardoner,1,1,mon,2,0.6,1,0,conc,ooc,False,OOV/OOW,0.6,0.8
Bronze Age,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
telescopic,1,3,poly,3,None,2,0,-,ooc,False,OOWN,,
decade,1,1,mon,2,0.42857142857142855,2,3,abs,False,False,OOV/OOW,0.42857142857142855,1.1428571428571428
money,1,10,poly,3,0.26666666666666666,1,4,abs,False,False,OOWN,0.4507936507936508,1.6476190476190478
gibberish,1,1,mon,1,1.0,0,0,abs,ooc,False,1.0000000000000004,1.0,0.0
sticking plaster,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
crisis,1,2,poly,2,0.26666666666666666,1,0,abs,True,False,OOWN,0.26666666666666666,1.4666666666666668
sixty-one,0,0,oov,1,1.0,0,0,-,False,False,OOV/OOW,1.0,0.0
scientist,1,1,mon,1,0.75,0,0,conc,False,False,1.0000000000000013,1.0,0.0
painting,1,3,poly,8,0.1,1,5,abs-conc,False,False,OOV/OOW,0.3087301587301587,5.53015873015873
fringe benefit,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
spina bifida,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
halstead,0,0,oov,0,None,0,0,-,False,False,OOWN,,
personality,1,4,poly,2,0.16666666666666666,1,5,abs-conc,False,False,OOWN,0.16666666666666666,1.6666666666666667
ferromagnetic,0,0,oov,1,1.0,0,0,-,False,False,1.0000000000000009,1.0,0.0
UN,1,1,mon,1,1.0,0,0,abs,ooc,False,OOV/OOW,1.0,0.0
homoeopath,1,1,mon,1,1.0,0,0,conc,ooc,False,OOV/OOW,1.0,0.0
purely,1,1,mon,1,1.0,0,0,-,False,False,1.0000000000000013,1.0,0.0
insist,1,2,poly,3,0.1111111111111111,1,3,-,False,False,OOV/OOW,0.15925925925925927,2.522222222222222
£650,0,0,oov,0,None,0,0,-,False,False,OOWN,,
milkweed,1,1,mon,2,0.7272727272727273,1,0,conc,ooc,False,OOV/OOW,0.7272727272727273,0.5454545454545454
scorcher,1,2,poly,2,0.1111111111111111,2,0,abs-conc,ooc,False,OOWN,0.1111111111111111,1.7777777777777777
vending machine,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
shorebound,0,0,oov,0,None,0,0,-,False,False,OOWN,,
holidaymaker,1,1,mon,1,0.6666666666666666,0,0,conc,ooc,False,OOV/OOW,1.0,0.0
scull,2,4,homonyms_only_different_pos,4,0.5,1,0,conc,False,False,OOWN,0.6296296296296297,1.4814814814814814
refutable,1,1,mon,1,1.0,0,0,-,ooc,False,OOV/OOW,1.0,0.0
hourglass,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000007,1.0,0.0
ritchie,0,0,oov,0,None,0,0,-,False,False,OOWN,,
Martina Navratilova,0,0,oov,0,None,0,0,-,ooc,True,OOWN,,
unreadable,1,2,poly,1,1.0,0,0,-,ooc,False,1.0000000000000027,1.0,0.0
floor cloth,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
derrick,1,2,poly,2,0.5263157894736842,2,0,conc,ooc,False,OOWN,0.5263157894736842,0.9473684210526316
40x27.9,0,0,oov,0,None,0,0,-,False,False,OOWN,,
mariner,1,1,mon,1,1.0,0,0,conc,ooc,False,0.6174945704962358,1.0,0.0
chief superintendent,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
treasury,1,3,poly,6,0.08333333333333333,2,0,abs-conc,False,False,0.4790936118713164,0.20908749145591252,4.745475051264525
togs,1,1,mon,2,None,0,0,conc,ooc,False,OOV/OOW,,
description,1,3,poly,3,0.25,2,3,abs,False,False,OOV/OOW,0.30354449472096534,2.0893665158371038
blink away,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
olive,1,3,poly,6,0.09090909090909091,3,0,abs-conc,False,False,OOV/OOW,0.27728835457628026,4.336269872542318
awning,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000016,1.0,0.0
push - up,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
overweening,1,1,mon,2,None,1,0,-,ooc,False,OOV/OOW,,
previous,1,2,poly,3,None,1,0,-,False,False,OOWN,,
discriminatory,1,1,mon,4,None,1,0,-,False,False,0.317917334771723,,
rhinoceros,1,1,mon,1,1.0,0,0,conc,ooc,False,0.6889508528078275,1.0,0.0
maddening,1,2,poly,4,0.18181818181818182,0,0,-,ooc,False,OOWN,0.23917748917748916,3.0432900432900434
Messieurs,1,1,mon,1,1.0,0,0,conc,ooc,False,OOV/OOW,1.0,0.0
milk jelly,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
aether,1,1,mon,2,0.3333333333333333,1,0,abs,ooc,False,OOWN,0.3333333333333333,1.3333333333333335
sub -,1,3,poly,0,None,0,0,-,ooc,False,OOWN,,
Black Death,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
romp,2,4,homonyms_only_different_pos,6,0.125,2,0,abs-conc,ooc,False,0.10434915936233517,0.25132275132275134,4.492063492063492
bog,1,2,poly,3,0.16666666666666666,1,0,conc,True,False,OOV/OOW,0.16666666666666666,2.5
grandmother,1,1,mon,1,1.0,0,0,conc,False,False,0.49743599771915376,1.0,0.0
pippin,1,1,mon,1,1.0,0,0,conc,ooc,False,OOV/OOW,1.0,0.0
curling iron,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
cotton wool,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
priming,1,1,mon,9,0.11764705882352941,1,0,abs-conc,ooc,False,0.1850081841645375,0.24445481896462296,6.799906629318393
flexibility,0,0,oov,3,0.42857142857142855,0,0,abs,True,False,OOV/OOW,0.4761904761904762,1.5714285714285712
splayfoot,1,1,mon,2,None,0,0,conc,ooc,False,OOV/OOW,,
forward,5,18,homonyms_also_same_pos,12,0.11764705882352941,6,4,abs-conc,True,False,0.0675756327430976,0.11764705882352941,10.588235294117647
editorialize,1,3,poly,1,1.0,0,0,-,ooc,False,OOV/OOW,1.0,0.0
backwater,1,2,poly,2,0.36363636363636365,1,0,conc,ooc,False,OOWN,0.36363636363636365,1.2727272727272727
marketing,1,2,poly,7,0.18181818181818182,1,5,abs,ooc,False,0.19529626190085964,0.3720538720538721,4.395622895622895
progress,2,6,homonyms_only_different_pos,6,0.2,4,7,abs,True,False,OOV/OOW,0.470829033367733,3.175025799793602
frothy,1,2,poly,2,None,1,0,-,ooc,False,OOV/OOW,,
ropedancer,1,1,mon,1,1.0,0,0,conc,ooc,False,OOV/OOW,1.0,0.0
place card,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
outrival,1,1,mon,1,1.0,0,0,-,ooc,False,OOV/OOW,1.0,0.0
ticket collector,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
manual,2,2,homonyms_only_different_pos,5,0.09090909090909091,2,0,abs-conc,ooc,False,OOV/OOW,0.09090909090909091,4.545454545454545
bounce back,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
remember as,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
two - time,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
hardened,0,0,oov,10,0.2222222222222222,2,0,-,False,False,OOV/OOW,0.26706349206349206,7.32936507936508
- ey,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
right off,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
mom,1,1,mon,1,1.0,0,1,conc,ooc,False,0.5420039727805177,1.0,0.0
propriety,1,2,poly,1,1.0,0,0,abs,ooc,False,1.0000000000000004,1.0,0.0
insistence,1,3,poly,3,0.21052631578947367,1,4,abs,ooc,False,OOWN,0.23194014447884417,2.3041795665634677
cut across,1,3,poly,0,None,0,0,-,ooc,False,OOWN,,
white-painted,0,0,oov,0,None,0,0,-,False,False,OOWN,,
diamond,1,6,poly,6,0.1,3,0,abs-conc,ooc,False,0.14888504264939176,0.27171310629514966,4.369721362229102
dickens,1,1,mon,2,0.14285714285714285,1,0,abs-n,ooc,False,OOV/OOW,0.14285714285714285,1.7142857142857144
torn,1,1,mon,7,0.25,0,0,-,ooc,False,OOV/OOW,0.29166666666666663,4.958333333333334
yellow fever,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
fledgling,1,2,poly,4,0.6,1,0,conc,ooc,False,0.0010450539843913607,0.6,1.6
airwoman,1,1,mon,1,1.0,0,0,conc,ooc,False,OOV/OOW,1.0,0.0
protect,1,4,poly,2,0.25,1,3,-,True,False,OOWN,0.25,1.5
water bottle,1,2,poly,0,None,0,0,-,ooc,False,OOWN,,
ognovenko,0,0,oov,0,None,0,0,-,False,False,OOWN,,
immune,1,2,poly,5,None,2,0,conc,ooc,False,OOWN,,
big bang theory,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
sultry,1,2,poly,2,None,1,0,-,ooc,False,OOWN,,
Indian club,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
maltster,1,1,mon,1,1.0,0,0,conc,ooc,False,OOV/OOW,1.0,0.0
St. Matthew's,0,0,oov,0,None,0,0,-,ooc,True,OOWN,,
incommode,1,1,mon,1,1.0,0,0,-,ooc,False,OOV/OOW,1.0,0.0
basil,1,1,mon,3,0.2,1,0,conc-n,False,False,OOV/OOW,0.3312169312169312,2.0063492063492063
and,1,10,poly,0,None,0,0,-,False,False,OOWN,,
sewing machine,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
submarine pen,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
because,1,1,mon,0,None,0,0,-,False,False,OOWN,,
subjugate,1,1,mon,2,0.2857142857142857,1,0,-,ooc,False,OOWN,0.2857142857142857,1.4285714285714286
hazy,1,2,poly,2,None,1,0,-,True,False,0.2864309183829146,,
self - possessed,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
emphasis,1,1,mon,4,0.26666666666666666,2,4,abs,True,False,OOWN,0.34603174603174597,2.6158730158730163
self-absorbed,0,0,oov,1,1.0,0,0,-,True,False,OOV/OOW,1.0,0.0
deodorant,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000016,1.0,0.0
wolf,2,6,homonyms_only_different_pos,6,0.46153846153846156,2,0,conc-n,ooc,False,OOV/OOW,0.50154879902706,2.9907072058376403
ledge,1,2,poly,1,1.0,0,0,conc,ooc,False,1.0000000000000013,1.0,0.0
simmering,0,0,oov,2,None,0,0,abs,True,False,OOWN,,
gauze,1,1,mon,2,0.75,2,0,conc,ooc,False,OOV/OOW,0.75,0.5
philip,0,0,oov,1,1.0,0,0,n,False,False,OOV/OOW,1.0,0.0
fatted,1,2,poly,1,1.0,0,0,-,ooc,False,OOV/OOW,1.0,0.0
lenity,1,1,mon,1,1.0,0,0,abs,ooc,False,OOV/OOW,1.0,0.0
whit,1,1,mon,1,1.0,0,0,abs,ooc,False,0.5731849961236277,1.0,0.0
resentment,1,1,mon,1,1.0,0,0,abs,ooc,False,0.5460539959304547,1.0,0.0
leave over,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
ibex,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000027,1.0,0.0
44,0,0,oov,1,1.0,0,0,-,False,False,0.5696750798383274,1.0,0.0
wi',0,0,oov,0,None,0,0,-,True,False,OOWN,,
befuddle,1,1,mon,2,0.25,1,0,-,ooc,False,OOWN,0.25,1.5
intensify,1,1,mon,4,0.2222222222222222,1,3,-,ooc,False,0.32187892242576316,0.33002645502645506,2.6798941798941796
catchpenny,1,1,mon,1,1.0,0,0,-,ooc,False,OOV/OOW,1.0,0.0
sammy,0,0,oov,0,None,0,0,-,False,False,OOWN,,
modal auxiliary,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
battering ram,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
dukedom,1,3,poly,2,0.14285714285714285,1,0,abs-conc,ooc,False,0.5386736739192314,0.14285714285714285,1.7142857142857144
prognostication,1,2,poly,3,0.25,1,0,abs,ooc,False,0.14612176161405438,0.2896825396825397,2.1309523809523805
crippled,0,0,oov,3,0.18181818181818182,0,0,-,True,False,OOV/OOW,0.18181818181818182,2.454545454545454
forties,0,0,oov,3,0.4,0,0,abs,False,False,0.3063116339854415,0.5047619047619047,1.4857142857142858
circumcise,1,1,mon,2,0.25,1,0,-,ooc,False,OOWN,0.25,1.5
claimant,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000009,1.0,0.0
regret,2,5,homonyms_only_different_pos,5,0.18181818181818182,1,6,abs,False,False,OOV/OOW,0.226996151996152,3.8650192400192402
fancy dress,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
cradle,2,5,homonyms_only_different_pos,10,0.11764705882352941,4,0,abs-conc,False,False,0.08055667288076278,0.2707438530967943,7.292561469032057
own,2,9,homonyms_only_different_pos,2,None,0,3,-,False,False,-0.013537161461364234,,
accelerator,1,2,poly,4,0.23529411764705882,1,0,abs-conc,False,False,OOV/OOW,0.41735633647398357,2.3305746541040655
cover,2,29,homonyms_only_different_pos,36,0.1,15,18,abs-conc,True,False,0.17530602569121506,0.2505424088783233,26.980473280380362
ISRAEL,0,0,oov,2,0.8421052631578947,0,0,n,ooc,True,OOV/OOW,0.8421052631578947,0.3157894736842106
kennington,0,0,oov,0,None,0,0,-,False,False,OOWN,,
leastways,1,1,mon,1,1.0,0,0,-,ooc,False,OOV/OOW,1.0,0.0
light up,1,3,poly,0,None,0,0,-,ooc,False,OOWN,,
willy,0,0,oov,0,None,0,0,-,False,False,OOWN,,
eulogize,1,1,mon,1,1.0,0,0,-,ooc,False,OOV/OOW,1.0,0.0
open - air,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
coalesce,1,1,mon,2,0.2,1,0,-,ooc,False,0.05081380945287676,0.2,1.6
carriage,1,8,poly,5,0.125,3,0,abs-conc,ooc,False,0.20523010687413354,0.46975734791524265,2.651213260423787
support,2,13,homonyms_only_different_pos,22,0.11764705882352941,9,14,abs-conc,True,False,0.19820618656582198,0.29383157246793595,15.53570540570541
fleet,2,3,homonyms_only_different_pos,7,0.2857142857142857,2,0,abs,True,False,OOV/OOW,0.5443877551020408,3.189285714285714
outfall,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000013,1.0,0.0
first floor,1,2,poly,0,None,0,0,-,ooc,False,OOWN,,
humberside,0,0,oov,0,None,0,0,-,False,False,OOWN,,
palmer,1,1,mon,1,1.0,0,0,n,ooc,False,OOV/OOW,1.0,0.0
sunlit,1,1,mon,1,1.0,0,0,-,ooc,False,1.0000000000000022,1.0,0.0
wake,3,10,homonyms_also_same_pos,9,0.11764705882352941,5,8,abs-conc-n,True,False,OOV/OOW,0.2424150700950236,6.818264369144788
table talk,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
absent - minded,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
raison d'etre,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
dysentery,1,1,mon,1,1.0,0,0,abs,ooc,False,1.0000000000000018,1.0,0.0
autopsy,1,1,mon,2,None,0,0,abs,ooc,False,0.40173914870091565,,
circularize,1,1,mon,5,0.11764705882352941,2,5,-,ooc,False,OOV/OOW,0.17595385007149716,4.120230749642514
Mormon,1,1,mon,3,0.5714285714285714,2,0,conc-n,ooc,False,OOV/OOW,0.5714285714285714,1.2857142857142858
shining,1,2,poly,15,0.2222222222222222,0,0,abs,True,False,OOWN,0.32316017316017326,10.152597402597403
ruthlessly,0,0,oov,1,1.0,0,0,-,False,False,1.0000000000000004,1.0,0.0
600,0,0,oov,0,None,0,0,-,False,False,OOWN,,
butt,4,6,homonyms_also_same_pos,12,0.13333333333333333,8,6,abs-conc,True,False,0.11168305545202384,0.33021911339963267,8.037370639204408
razor,1,1,mon,2,None,0,1,conc,False,False,OOWN,,
horseback,1,3,poly,3,0.3333333333333333,0,0,conc,ooc,False,0.14466092088783733,0.3333333333333333,2.0
backward country,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
exciting,1,1,mon,10,0.2222222222222222,1,0,-,False,False,OOV/OOW,0.32029478458049887,6.797052154195011
adult,1,1,mon,4,0.75,1,0,conc,False,False,0.27178015920249465,0.75,1.0
yearling,1,1,mon,3,0.4444444444444444,1,0,conc,ooc,False,0.06573260476221582,0.5828398931847207,1.2514803204458378
telepathic,1,2,poly,1,1.0,0,0,-,ooc,False,1.0000000000000009,1.0,0.0
hemophiliac,1,1,mon,1,1.0,0,0,conc,ooc,False,OOV/OOW,1.0,0.0
shred,2,3,homonyms_only_different_pos,3,0.15384615384615385,1,0,abs-conc,ooc,False,0.05986893602774734,0.15384615384615385,2.5384615384615383
authorization,1,2,poly,4,0.25,1,4,abs,ooc,False,0.11276756445581651,0.2892857142857143,2.8428571428571425
virginia creeper,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
broad-band,0,0,oov,0,None,0,0,-,False,False,OOWN,,
cramps,1,1,mon,7,0.1111111111111111,0,0,abs-conc,ooc,False,OOV/OOW,0.2111211228858288,5.522152139799199
malformation,1,2,poly,2,0.23529411764705882,1,0,abs,False,False,OOV/OOW,0.23529411764705882,1.5294117647058822
kleptomania,1,1,mon,1,1.0,0,0,abs,ooc,False,1.0000000000000018,1.0,0.0
fur,2,8,homonyms_only_different_pos,3,0.21052631578947367,1,0,abs-conc,True,False,OOWN,0.28460038986354774,2.146198830409357
ceramic,1,1,mon,2,None,0,0,conc,False,False,OOWN,,
trope,1,1,mon,1,1.0,0,0,abs,ooc,False,1.000000000000001,1.0,0.0
obliged,0,0,oov,4,0.18181818181818182,0,0,-,True,False,OOV/OOW,0.218013468013468,3.127946127946128
gower,0,0,oov,0,None,0,0,-,False,False,OOWN,,
drumfire,1,1,mon,1,1.0,0,0,abs,ooc,False,OOV/OOW,1.0,0.0
patent leather,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
nineteen,1,2,poly,2,None,0,0,abs,False,False,OOWN,,
drone on,1,2,poly,0,None,0,0,-,ooc,False,OOWN,,
coffee mill,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
Tajikistan,0,0,oov,1,1.0,0,0,n,ooc,True,OOV/OOW,1.0,0.0
control tower,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
bay tree,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
attorney,1,2,poly,1,1.0,0,1,conc,False,False,0.8547501574594522,1.0,0.0
warrior,1,2,poly,1,0.75,0,1,conc,False,False,1.0000000000000016,1.0,0.0
exile,2,3,homonyms_only_different_pos,4,0.13333333333333333,1,0,abs-conc,False,False,0.13406979210292735,0.28888888888888886,2.8444444444444446
basilisk,1,2,poly,3,0.07692307692307693,2,0,abs-conc,ooc,False,OOWN,0.1585081585081585,2.5244755244755246
Paddy,1,1,mon,3,0.2222222222222222,1,0,conc,ooc,False,OOV/OOW,0.24814814814814812,2.2555555555555555
confirmed,1,1,mon,7,0.125,1,0,-,ooc,False,0.07658451408110657,0.2241017316017316,5.431287878787878
haulier,1,2,poly,1,1.0,0,0,conc,ooc,False,OOV/OOW,1.0,0.0
pugilist,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000018,1.0,0.0
entrance,2,4,homonyms_only_different_pos,5,0.125,3,5,abs-conc,False,False,0.2570322966799446,0.24305555555555555,3.7847222222222223
weathercock,1,1,mon,1,1.0,0,0,conc,ooc,False,1.000000000000001,1.0,0.0
high - grade,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
churchwarden,1,1,mon,1,1.0,0,0,conc,ooc,False,1.000000000000001,1.0,0.0
circumflex,1,1,mon,1,1.0,0,0,abs,ooc,False,1.0000000000000004,1.0,0.0
blotto,1,1,mon,1,1.0,0,0,-,ooc,False,OOV/OOW,1.0,0.0
red flag,1,2,poly,0,None,0,0,-,ooc,False,OOWN,,
knighthood,1,3,poly,1,1.0,0,0,abs,ooc,False,1.0000000000000009,1.0,0.0
bourgeois,2,6,homonyms_only_different_pos,5,0.6666666666666666,2,0,conc,ooc,False,0.05098795417214434,0.6666666666666666,1.666666666666667
ebb tide,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
dc,0,0,oov,2,0.2222222222222222,0,0,conc-n,False,False,OOV/OOW,0.2222222222222222,1.5555555555555556
wig,1,1,mon,2,0.10526315789473684,1,0,abs-conc,ooc,False,OOV/OOW,0.10526315789473684,1.7894736842105263
entreaty,1,1,mon,1,1.0,0,0,abs,ooc,False,1.0000000000000004,1.0,0.0
sweeping,1,3,poly,12,0.14285714285714285,1,0,abs,ooc,False,OOV/OOW,0.24848346098346097,9.018198468198468
demolish,1,2,poly,3,0.2,1,4,-,False,False,OOWN,0.23597883597883595,2.292063492063492
flapjack,1,2,poly,1,1.0,0,0,conc,ooc,False,0.5885130657508383,1.0,0.0
indirectly,0,0,oov,1,1.0,0,0,-,False,False,1.0000000000000002,1.0,0.0
vicious circle,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
- decker,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
zombie,1,2,poly,5,0.13333333333333333,1,0,abs-conc,ooc,False,OOV/OOW,0.31087301587301586,3.445634920634921
chaos,1,2,poly,4,0.11764705882352941,1,0,abs-conc-n,True,False,0.34283962773438864,0.21708683473389356,3.1316526610644257
poised,1,5,poly,6,0.2222222222222222,1,0,-,ooc,False,OOV/OOW,0.2526455026455026,4.484126984126984
everywhere,1,1,mon,1,1.0,0,0,-,False,False,1.0000000000000009,1.0,0.0
criticism,1,4,poly,3,0.25,2,4,abs,False,False,OOV/OOW,0.3333333333333333,2.0
heroic couplet,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
compassionate,1,1,mon,2,None,1,0,-,ooc,False,OOV/OOW,,
many,1,8,poly,1,1.0,0,0,-,False,False,1.0000000000000007,1.0,0.0
social security,1,2,poly,0,None,0,0,-,ooc,False,OOWN,,
harpy,1,2,poly,4,0.08,1,0,abs-conc,ooc,False,0.06689025019501545,0.31921052631578944,2.7231578947368424
nonwhite,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
