word,n_entries,n_senses_total,polysemy_type,n_synsets,min_wup_sim,n_navigli_clusters,n_onto_senses_n_v,wn-abs-conc,mipvu,metonymy_entities,av_cos_mon_synonyms_to_word,av_wup_sim,n_syns_wup_distance,wiki_frequency,wn_noun
palatable,1,2,poly,1,1.0,0,0,-,ooc,False,1.0000000000000004,1.0,0.0,1188,False
polling,1,1,mon,4,0.16666666666666666,0,0,-,False,False,OOWN,0.21773689273689276,3.129052429052429,9939,False
Youth Hostel,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
sandglass,1,1,mon,1,1.0,0,0,conc,ooc,False,OOV/OOW,1.0,0.0,OOV,True
house,3,21,homonyms_only_different_pos,14,0.11764705882352941,8,15,abs-conc,True,False,0.12581647698188592,0.32041205307228116,9.514231256988063,970539,True
pneumatic,1,2,poly,1,1.0,0,0,-,ooc,False,0.9999999999999999,1.0,0.0,4286,False
pointsman,1,1,mon,1,1.0,0,0,conc,ooc,False,OOV/OOW,1.0,0.0,OOV,True
freeway,1,1,mon,1,1.0,0,0,conc,ooc,False,0.6755458463255275,1.0,0.0,24896,True
flashy,1,1,mon,2,None,1,0,-,True,False,0.2870794474774448,,,1493,False
terra firma,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
grow away from,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
shark,2,2,homonyms_also_same_pos,5,0.13333333333333333,2,0,conc,ooc,False,OOWN,0.44666285278413426,2.7666857360793284,17480,True
snide,1,1,mon,1,1.0,0,0,-,ooc,False,1.0000000000000009,1.0,0.0,317,False
merriment,1,1,mon,2,0.26666666666666666,1,0,abs,ooc,False,OOWN,0.26666666666666666,1.4666666666666668,345,True
spin out,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
interlard,1,1,mon,1,1.0,0,0,-,ooc,False,OOV/OOW,1.0,0.0,OOV,False
little brother,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
sweat,2,11,homonyms_only_different_pos,5,0.1111111111111111,1,0,abs-conc,True,False,0.2190686186212391,0.19281045751633988,4.0359477124183005,5656,True
click,2,6,homonyms_only_different_pos,11,0.1,3,13,abs-conc,True,False,0.1805440710399383,0.31436215811860796,7.542016260695312,8330,True
foot fault,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
draw off,1,2,poly,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
carbon paper,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
galosh,1,1,mon,1,1.0,0,0,conc,ooc,False,OOV/OOW,1.0,0.0,OOV,True
rendering,1,2,poly,20,0.09523809523809523,2,0,abs-conc,ooc,False,OOV/OOW,0.23898659932528024,15.220268013494396,15225,True
lettuce,1,2,poly,3,0.1111111111111111,1,0,abs-conc,ooc,False,0.07509112339566008,0.14074074074074075,2.577777777777778,2192,True
unlock,1,1,mon,3,0.2222222222222222,1,3,-,True,False,OOWN,0.2526455026455026,2.242063492063492,4990,False
truelove,1,1,mon,1,0.6666666666666666,0,0,conc,ooc,False,0.5320434128626387,1.0,0.0,172,True
blowy,1,1,mon,1,1.0,0,0,-,ooc,False,OOV/OOW,1.0,0.0,OOV,False
callboy,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
habiliment,1,1,mon,1,1.0,0,0,conc,ooc,False,OOV/OOW,1.0,0.0,OOV,True
takeaway,1,1,mon,3,0.11764705882352941,1,0,abs-conc,ooc,False,OOV/OOW,0.2563209494324045,2.231037151702786,1046,True
hometown,1,1,mon,1,1.0,0,1,conc,ooc,False,1.0000000000000007,1.0,0.0,30627,True
triumvir,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000004,1.0,0.0,283,True
debase,1,2,poly,3,0.2222222222222222,2,0,-,ooc,False,OOV/OOW,0.2526455026455026,2.242063492063492,107,False
- esque,1,2,poly,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
potassium,1,1,mon,1,1.0,0,1,abs,ooc,False,1.0000000000000004,1.0,0.0,11285,True
plagiarism,1,2,poly,2,0.25,1,0,abs,ooc,False,OOV/OOW,0.25,1.5,2892,True
binary,1,2,poly,4,0.1111111111111111,2,0,abs-conc,ooc,False,OOV/OOW,0.1111111111111111,3.5555555555555554,20197,True
Barbados,0,0,oov,2,0.4,0,0,n,ooc,True,OOWN,0.4,1.2,OOV,True
cheese off,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
zinnia,1,2,poly,1,1.0,0,0,conc,ooc,False,1.0000000000000018,1.0,0.0,139,True
cockeyed,1,2,poly,3,None,1,0,-,ooc,False,OOV/OOW,,,OOV,False
sciatica,1,1,mon,1,1.0,0,0,abs,ooc,False,1.0000000000000004,1.0,0.0,232,True
common room,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
pink gin,1,2,poly,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
richard,0,0,oov,0,None,0,0,-,False,False,OOWN,,,225104,False
evanescent,1,1,mon,1,1.0,0,0,-,ooc,False,1.0000000000000007,1.0,0.0,456,False
gymslip,1,1,mon,1,1.0,0,0,conc,ooc,False,OOV/OOW,1.0,0.0,OOV,True
mead,1,2,poly,3,0.35294117647058826,1,0,abs-n,ooc,False,OOV/OOW,0.4171122994652407,1.7486631016042777,7116,True
piecework,1,1,mon,1,1.0,0,0,abs,ooc,False,1.0000000000000024,1.0,0.0,106,True
inconsolable,1,1,mon,1,1.0,0,0,-,ooc,False,1.0000000000000018,1.0,0.0,284,False
Atlantic,0,0,oov,2,None,0,0,n,ooc,True,OOV/OOW,,,OOV,True
viaduct,1,1,mon,1,1.0,0,1,conc,ooc,False,1.0000000000000004,1.0,0.0,9524,True
stately,1,2,poly,3,None,1,0,-,False,False,0.2889223663199736,,,2941,False
permissible,1,1,mon,2,None,1,0,-,False,False,OOWN,,,3468,False
watch out for,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
disgruntled,1,1,mon,2,None,0,0,-,False,False,OOV/OOW,,,2469,False
diligent,1,1,mon,2,None,1,0,-,ooc,False,OOWN,,,1857,False
thong,1,1,mon,5,0.5,2,0,conc,False,False,OOV/OOW,0.5982911825017088,2.0085440874914564,2045,True
recline,1,2,poly,3,0.2,1,1,-,ooc,False,OOV/OOW,0.23597883597883595,2.292063492063492,258,False
castaway,1,2,poly,2,0.631578947368421,1,0,conc,ooc,False,0.09617646191404959,0.631578947368421,0.736842105263158,1003,True
jerboa,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000016,1.0,0.0,297,True
staggering,1,1,mon,5,0.2,0,0,-,ooc,False,OOWN,0.2925925925925926,3.5370370370370368,1973,False
flamenco,1,0,oov,2,0.23529411764705882,1,0,abs,ooc,False,OOV/OOW,0.23529411764705882,1.5294117647058822,4039,True
schoolhouse,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000009,1.0,0.0,6022,True
bandmaster,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000024,1.0,0.0,688,True
idolatry,1,2,poly,2,0.875,1,0,abs,ooc,False,OOV/OOW,0.875,0.25,1453,True
resource,1,4,poly,3,0.2857142857142857,2,3,abs,True,False,OOWN,0.30158730158730157,2.095238095238095,42122,True
WAC,1,1,mon,2,0.11764705882352941,1,0,abs-conc,ooc,False,OOV/OOW,0.11764705882352941,1.7647058823529411,OOV,True
Republic of Korea,0,0,oov,0,None,0,0,-,ooc,True,OOWN,,,OOV,False
Crucifixion,1,1,mon,3,0.4,1,0,abs-n,ooc,False,OOWN,0.4264090177133655,1.7207729468599036,OOV,True
soccer,1,1,mon,1,1.0,0,0,abs,False,False,1.000000000000001,1.0,0.0,102145,True
forcemeat,1,1,mon,1,1.0,0,0,conc,ooc,False,OOV/OOW,1.0,0.0,OOV,True
bread - and - butter,1,3,poly,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
curriculum vitae,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
schematize,1,1,mon,2,0.2857142857142857,1,0,-,ooc,False,OOV/OOW,0.2857142857142857,1.4285714285714286,OOV,False
remind of,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
outwork,1,2,poly,1,1.0,0,0,conc,ooc,False,1.0000000000000022,1.0,0.0,135,True
mace - bearer,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
housemaid,1,1,mon,1,1.0,0,0,conc,ooc,False,0.6582836187966062,1.0,0.0,597,True
fanlight,1,1,mon,3,0.9,1,0,conc,ooc,False,0.304474104854735,0.9,0.29999999999999993,715,True
shirtwaister,1,1,mon,1,1.0,0,0,conc,ooc,False,OOV/OOW,1.0,0.0,OOV,True
pepper pot,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
coffee bean,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
demolition,1,2,poly,2,0.4444444444444444,1,0,abs,False,False,OOWN,0.4444444444444444,1.1111111111111112,20669,True
astir,1,2,poly,2,None,1,0,-,ooc,False,OOWN,,,OOV,False
embassy,1,2,poly,2,0.11764705882352941,2,0,abs-conc,False,False,OOWN,0.11764705882352941,1.7647058823529411,35208,True
cordillera,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,3890,False
common noun,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
scalp,2,4,homonyms_only_different_pos,3,0.25,1,0,conc,False,False,OOWN,0.25,2.25,2316,True
pan,3,13,homonyms_also_same_pos,7,0.09523809523809523,4,6,abs-conc-n,ooc,False,OOV/OOW,0.2041456756369037,5.570980270541674,56824,True
ole,0,0,oov,0,None,0,0,-,False,False,OOWN,,,11054,False
stores,1,3,poly,6,0.09090909090909091,0,0,abs-conc,ooc,False,0.28297448588051893,0.37613507923105444,3.743189524613673,88846,True
prison - breaking,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
polytechnic,1,1,mon,1,1.0,0,0,abs,ooc,False,1.0000000000000013,1.0,0.0,14306,True
bunk up,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
irrespective of,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
videotape,2,2,homonyms_only_different_pos,3,0.7619047619047619,1,0,conc,ooc,False,OOWN,0.7619047619047619,0.7142857142857144,3089,True
by and large,1,1,mon,0,None,0,0,-,False,False,OOWN,,,OOV,False
hazardous,1,1,mon,1,1.0,0,0,-,False,False,1.0000000000000016,1.0,0.0,10202,False
jock,0,0,oov,2,0.4444444444444444,2,0,conc,False,False,0.15180386448755917,0.4444444444444444,1.1111111111111112,4264,True
pelota,1,1,mon,1,1.0,0,0,abs,ooc,False,1.0000000000000009,1.0,0.0,746,True
pestilence,1,1,mon,3,0.18181818181818182,1,0,abs,ooc,False,0.20935823884739693,0.4307359307359308,1.7077922077922074,907,True
disinclination,1,1,mon,2,0.4,1,0,abs,ooc,False,OOWN,0.4,1.2,163,True
frenzied,1,1,mon,2,None,1,0,-,False,False,0.2811365636400809,,,920,False
pidgin,1,2,poly,1,1.0,0,0,abs,ooc,False,1.0000000000000009,1.0,0.0,1574,True
shout down,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
weirdie,1,1,mon,1,1.0,0,0,conc,ooc,False,OOV/OOW,1.0,0.0,OOV,True
agonistes,0,0,oov,0,None,0,0,-,False,False,OOWN,,,130,False
overbearing,1,1,mon,5,0.18181818181818182,0,0,-,ooc,False,0.3162115804273734,0.20134680134680136,3.993265993265993,1321,False
township,1,2,poly,1,1.0,0,1,conc,ooc,False,1.0000000000000018,1.0,0.0,186732,True
muzzle - loader,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
nightlong,1,1,mon,1,1.0,0,0,-,ooc,False,OOV/OOW,1.0,0.0,OOV,False
means test,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
christlike,1,1,mon,1,1.0,0,0,-,ooc,False,OOV/OOW,1.0,0.0,OOV,False
spittoon,1,1,mon,1,1.0,0,0,conc,ooc,False,OOV/OOW,1.0,0.0,OOV,True
hocus - pocus,1,2,poly,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
proselytize,1,2,poly,1,1.0,0,0,-,ooc,False,1.0000000000000013,1.0,0.0,309,False
nimble,1,2,poly,2,None,1,0,-,ooc,False,0.11379378879925327,,,1211,False
nine-,0,0,oov,0,None,0,0,-,False,False,OOWN,,,OOV,False
pari - mutuel,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
ill - mannered,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
dissimilar,1,1,mon,3,None,1,0,-,ooc,False,OOV/OOW,,,2143,False
scare,3,5,homonyms_only_different_pos,4,0.2222222222222222,2,6,abs,ooc,False,0.09114485111233135,0.3611111111111111,2.5555555555555554,6168,True
United States of America,0,0,oov,0,None,0,0,-,ooc,True,OOWN,,,OOV,False
gamy,1,1,mon,3,None,1,0,-,ooc,False,OOV/OOW,,,OOV,False
manoeuvre,2,4,homonyms_only_different_pos,8,0.3157894736842105,3,3,abs,ooc,False,0.3228836416737785,0.4446825963853826,4.442539228916939,2582,True
lie detector,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
raucous,1,1,mon,2,None,1,0,-,ooc,False,OOWN,,,1367,False
magnify,1,2,poly,3,0.14285714285714285,1,1,-,True,False,0.2112972888662389,0.16883116883116886,2.4935064935064934,424,False
pose as,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
chain store,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
measly,1,1,mon,1,1.0,0,0,-,ooc,False,1.000000000000001,1.0,0.0,111,False
hold off,1,3,poly,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
transept,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0,1.0,0.0,4284,True
calculator,1,2,poly,2,0.4444444444444444,1,0,conc,ooc,False,0.15402916321994137,0.4444444444444444,1.1111111111111112,3476,True
refrain,2,2,homonyms_only_different_pos,3,0.5,1,1,abs,ooc,False,0.28943704444891644,0.5,1.5,6604,True
adhere,1,1,mon,6,0.18181818181818182,1,3,-,True,False,OOV/OOW,0.23715247715247714,4.577085137085137,6524,False
cheep,1,1,mon,2,None,0,0,abs,ooc,False,OOWN,,,126,True
d127,0,0,oov,0,None,0,0,-,False,False,OOWN,,,OOV,False
drive - in,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
transcend,1,2,poly,2,0.4,1,1,-,ooc,False,OOWN,0.4,1.2,1752,False
unthinking,1,1,mon,4,None,1,0,-,ooc,False,OOV/OOW,,,189,False
lectureship,1,1,mon,1,1.0,0,0,abs,ooc,False,1.0000000000000007,1.0,0.0,1496,True
sensory,1,1,mon,3,None,1,0,-,ooc,False,0.4559923593322719,,,11556,False
reasoning,1,1,mon,5,0.25,0,0,abs,ooc,False,OOV/OOW,0.27777777777777773,3.6111111111111116,13959,True
recourse,1,1,mon,2,0.26666666666666666,1,0,abs,ooc,False,OOWN,0.26666666666666666,1.4666666666666668,2217,True
café,0,0,oov,0,None,0,0,-,False,False,OOWN,,,OOV,False
lorn,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,429,False
congenital,1,1,mon,1,1.0,0,0,-,False,False,1.0000000000000016,1.0,0.0,5517,False
go under,1,2,poly,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
circuitous,1,1,mon,2,None,1,0,-,False,False,OOWN,,,816,False
yourselves,0,0,oov,0,None,0,0,-,False,False,OOWN,,,673,False
throw off,1,3,poly,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
Tan Kong Yam,0,0,oov,0,None,0,0,-,ooc,True,OOWN,,,OOV,False
wanton,2,5,homonyms_only_different_pos,9,0.14285714285714285,3,5,conc,ooc,False,0.2429943283126904,0.31515447515447526,6.1636097236097225,1091,True
directions,1,1,mon,9,0.125,0,0,abs-conc,ooc,False,OOWN,0.3379203176997295,5.958717140702435,27774,True
electroencephalogram,1,1,mon,1,1.0,0,0,abs,ooc,False,1.000000000000001,1.0,0.0,153,True
sideslip,2,2,homonyms_only_different_pos,2,0.47619047619047616,0,0,abs,ooc,False,OOWN,0.47619047619047616,1.0476190476190477,168,True
worry at,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
usurer,1,1,mon,1,1.0,0,0,conc,ooc,False,0.6279432052519726,1.0,0.0,112,True
cornelian,1,1,mon,1,1.0,0,0,abs,ooc,False,0.6345797895425802,1.0,0.0,124,True
blower,1,3,poly,3,0.36363636363636365,1,0,conc,ooc,False,OOV/OOW,0.5227060521178167,1.4318818436465497,1539,True
southwestern,1,1,mon,3,None,0,0,abs,ooc,False,OOWN,,,37280,True
exorcize,1,3,poly,1,1.0,0,0,-,ooc,False,OOV/OOW,1.0,0.0,OOV,False
man jack,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
simmer down,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
dunlea,0,0,oov,0,None,0,0,-,False,False,OOWN,,,OOV,False
drainage,1,4,poly,1,1.0,0,1,abs,ooc,False,1.0000000000000009,1.0,0.0,21529,True
accuracy,1,1,mon,2,0.8,1,0,abs,False,False,OOWN,0.8,0.3999999999999999,25365,True
shopping,0,0,oov,6,0.11764705882352941,0,3,abs-conc,False,False,OOV/OOW,0.23812191543283978,4.571268507402961,54255,True
allowable,1,1,mon,3,None,0,0,-,ooc,False,OOWN,,,1909,False
such and such,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
Sony,0,0,oov,0,None,0,0,-,ooc,True,OOWN,,,OOV,False
latter,1,2,poly,2,None,0,0,abs,False,False,OOWN,,,168101,True
reedy,1,2,poly,2,None,1,0,-,ooc,False,OOV/OOW,,,955,False
no longer,0,0,oov,0,None,0,0,-,False,False,OOWN,,,OOV,False
boar,1,2,poly,2,0.9333333333333333,1,0,conc,ooc,False,OOV/OOW,0.9333333333333333,0.1333333333333333,4540,True
carousal,1,1,mon,1,1.0,0,0,abs,ooc,False,OOV/OOW,1.0,0.0,OOV,True
theoretician,0,0,oov,1,0.6666666666666666,0,0,conc,False,False,0.7572188161477484,1.0,0.0,906,True
asset,1,2,poly,1,1.0,0,4,abs,False,False,0.9999999999999997,1.0,0.0,20647,True
ethnically,1,0,oov,1,1.0,0,0,-,ooc,False,1.0000000000000007,1.0,0.0,5074,False
quicksilver,1,1,mon,2,None,0,0,abs,ooc,False,OOV/OOW,,,1962,True
filmstrip,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,142,False
metrication,1,1,mon,1,1.0,0,0,abs,ooc,False,1.0000000000000016,1.0,0.0,431,True
fabulous,1,3,poly,3,None,2,0,-,True,False,0.18558462168349812,,,5169,False
galvanize,1,2,poly,3,0.2222222222222222,2,4,-,ooc,False,OOWN,0.23148148148148148,2.3055555555555554,285,False
chasuble,1,1,mon,1,1.0,0,0,conc,ooc,False,1.000000000000002,1.0,0.0,228,True
chiefly,1,2,poly,1,1.0,0,0,-,ooc,False,0.7817142424404023,1.0,0.0,14410,False
division,1,8,poly,12,0.2,4,10,abs,True,False,OOV/OOW,0.3709698139264701,7.548362232882359,577878,True
rewards,1,1,mon,8,0.13333333333333333,0,0,abs,ooc,False,OOWN,0.2457901879549891,6.033678496360087,8964,True
sniffles,1,1,mon,3,0.25,0,0,conc,ooc,False,OOV/OOW,0.25,2.25,127,True
strategic,1,1,mon,2,None,1,0,-,False,False,0.428370971552466,,,64539,False
whittle,1,1,mon,2,None,0,0,n,False,False,OOV/OOW,,,1799,True
answerer,0,0,oov,1,0.6666666666666666,0,0,conc,False,False,OOV/OOW,1.0,0.0,OOV,True
marbled,1,1,mon,2,None,0,0,-,ooc,False,OOWN,,,1404,False
engang,0,0,oov,0,None,0,0,-,False,False,OOWN,,,OOV,False
begone,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
roundhouse,1,2,poly,2,0.09523809523809523,2,0,abs-conc,ooc,False,OOWN,0.09523809523809523,1.8095238095238095,2787,True
hutment,1,1,mon,1,1.0,0,0,conc,ooc,False,OOV/OOW,1.0,0.0,OOV,True
Stephen Hawking,0,0,oov,0,None,0,0,-,ooc,True,OOWN,,,OOV,False
brand - new,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
cauliflower,1,2,poly,2,0.2,1,0,conc,ooc,False,OOV/OOW,0.2,1.6,801,True
whiting,2,2,homonyms_only_different_pos,7,0.16,2,0,conc,ooc,False,0.09548950969380184,0.47685412953060013,3.662021093285799,4110,True
giro,1,1,mon,2,0.21052631578947367,1,0,abs,False,False,OOV/OOW,0.21052631578947367,1.5789473684210527,6028,True
malice,1,3,poly,2,0.375,1,0,abs,ooc,False,OOV/OOW,0.375,1.25,2835,True
make off,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
Mormons,0,0,oov,3,0.11764705882352941,0,0,abs-conc-n,ooc,True,OOV/OOW,0.2713585434173669,2.1859243697478994,OOV,True
rotary,2,3,homonyms_only_different_pos,4,0.3333333333333333,3,0,conc,ooc,False,OOV/OOW,0.3333333333333333,2.666666666666667,11322,True
restitution,1,1,mon,3,0.18181818181818182,3,0,abs,ooc,False,OOWN,0.3062200956937799,2.08133971291866,3465,True
contradictory,1,2,poly,5,None,1,0,abs,ooc,False,OOV/OOW,,,5400,True
mend,2,8,homonyms_only_different_pos,4,0.10526315789473684,2,0,abs-conc,ooc,False,OOV/OOW,0.16374269005847952,3.345029239766082,1789,True
pooped,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
straphanging,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
patriarchal,1,2,poly,2,None,1,0,-,False,False,OOWN,,,5017,False
trust to,1,2,poly,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
denier,1,1,mon,3,0.125,3,0,abs-conc,ooc,False,OOWN,0.2222222222222222,2.3333333333333335,600,True
pedicel,1,2,poly,1,1.0,0,0,conc,ooc,False,0.6414323145145449,1.0,0.0,446,True
water closet,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
shine,3,8,homonyms_only_different_pos,11,0.2222222222222222,2,11,abs,True,False,OOV/OOW,0.33236331569664923,7.3440035273368585,9475,True
set - up,1,2,poly,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
wrought - up,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
go,4,43,homonyms_only_different_pos,35,0.10526315789473684,17,16,abs-conc,True,False,0.08631627929843369,0.35002087718964053,22.749269298362584,328749,True
tan,4,8,homonyms_only_different_pos,6,0.23529411764705882,5,0,abs,ooc,False,OOWN,0.2713235294117647,4.372058823529413,18559,True
uptake,1,1,mon,2,0.5454545454545454,1,0,conc,ooc,False,0.3744186709570569,0.5454545454545454,0.9090909090909092,3848,True
phono -,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
vengeance,1,4,poly,1,1.0,0,0,abs,ooc,False,1.0000000000000007,1.0,0.0,8747,True
rogation,1,1,mon,1,1.0,0,0,abs,ooc,False,1.0000000000000009,1.0,0.0,105,True
adipose,1,1,mon,1,1.0,0,0,-,ooc,False,1.0000000000000004,1.0,0.0,1573,False
king pair,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
mayfair,0,0,oov,0,None,0,0,-,False,False,OOWN,,,2837,False
hauteur,1,1,mon,1,1.0,0,0,abs,ooc,False,OOV/OOW,1.0,0.0,OOV,True
animus,1,1,mon,1,1.0,0,0,abs,ooc,False,0.6118738596343405,1.0,0.0,754,True
didst,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,168,False
countdown,1,1,mon,1,1.0,0,0,abs,ooc,False,1.000000000000001,1.0,0.0,9486,True
hand - me - down,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
as of,1,2,poly,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
disastrous,1,1,mon,1,1.0,0,0,-,ooc,False,0.6658512907752653,1.0,0.0,11602,False
playhouse,1,2,poly,1,1.0,0,0,conc,ooc,False,1.0000000000000009,1.0,0.0,10773,True
doornail,1,1,mon,1,1.0,0,0,conc,ooc,False,OOV/OOW,1.0,0.0,OOV,True
missouri,0,0,oov,4,0.10526315789473684,0,0,abs-conc-n,False,False,OOV/OOW,0.18539711206119872,3.2584115517552052,83803,True
percussionist,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000022,1.0,0.0,4370,True
S,2,2,homonyms_only_different_pos,6,0.23529411764705882,2,0,abs,ooc,False,OOV/OOW,0.3023304799775388,4.186017120134768,OOV,True
cloud - cuckoo - land,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
modernism,1,3,poly,3,0.10526315789473684,1,0,abs-conc,ooc,False,0.5193583948737073,0.14837747964682949,2.5548675610595115,5692,True
onside,1,1,mon,1,1.0,0,0,-,ooc,False,1.0000000000000013,1.0,0.0,1045,False
piped music,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
Ghana,0,0,oov,1,1.0,0,0,n,ooc,True,OOV/OOW,1.0,0.0,OOV,True
whiskered,1,1,mon,2,None,0,0,-,ooc,False,OOV/OOW,,,356,False
jealous,1,3,poly,2,None,1,0,-,ooc,False,0.4844649441604253,,,10718,False
Yugoslavia,0,0,oov,2,0.9,0,0,n,ooc,True,OOV/OOW,0.9,0.19999999999999996,OOV,True
swine,1,2,poly,1,1.0,0,0,conc,ooc,False,1.0000000000000016,1.0,0.0,3465,True
minesweeper,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000013,1.0,0.0,3190,True
write off,1,3,poly,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
causeway,1,1,mon,3,0.2,0,3,conc,ooc,False,OOWN,0.2,2.4000000000000004,7246,True
floriculture,1,1,mon,1,1.0,0,0,abs,ooc,False,1.0000000000000013,1.0,0.0,250,True
holdup,1,2,poly,2,0.5,0,0,abs,ooc,False,OOV/OOW,0.5,1.0,351,True
turn,2,41,homonyms_only_different_pos,38,0.125,13,25,abs,True,False,OOV/OOW,0.28064045601102455,27.33566267158107,198986,True
stretching,0,0,oov,13,0.18181818181818182,0,0,abs,False,False,OOV/OOW,0.2506686765615336,9.741307204700064,12377,True
jigsaw,1,2,poly,2,0.9090909090909091,1,0,conc,ooc,False,OOV/OOW,0.9090909090909091,0.18181818181818188,2522,True
asexual,1,2,poly,1,1.0,0,0,-,ooc,False,1.000000000000002,1.0,0.0,2054,False
trinitrotoluene,1,1,mon,1,1.0,0,0,abs,ooc,False,1.0000000000000007,1.0,0.0,107,True
debrief,1,1,mon,1,1.0,0,0,-,ooc,False,1.0000000000000009,1.0,0.0,149,False
bitterly,0,0,oov,3,None,0,0,-,False,False,OOV/OOW,,,3614,False
patrimony,1,2,poly,2,0.5333333333333333,1,0,abs,ooc,False,OOWN,0.5333333333333333,0.9333333333333333,1511,True
broad,2,13,homonyms_only_different_pos,9,None,4,0,conc,True,False,0.08870172598290915,,,75983,True
dandified,1,1,mon,2,None,0,0,-,ooc,False,OOV/OOW,,,OOV,False
philosopher's stone,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
physicist,1,1,mon,1,0.6666666666666666,0,0,conc,False,False,1.0000000000000009,1.0,0.0,14068,True
interval,1,3,poly,4,0.25,4,0,abs,True,False,OOV/OOW,0.34722222222222215,2.6111111111111116,17378,True
scab,2,4,homonyms_only_different_pos,4,0.2222222222222222,4,0,abs-conc,ooc,False,OOV/OOW,0.26495726495726496,2.9401709401709404,653,True
stanislav,0,0,oov,0,None,0,0,-,False,False,OOWN,,,2102,False
