word,n_entries,n_senses_total,polysemy_type,n_synsets,min_wup_sim,n_navigli_clusters,n_onto_senses_n_v,wn-abs-conc,mipvu,metonymy_entities,av_cos_mon_synonyms_to_word
invest,1,2,poly,5,0.2,2,5,-,False,False,OOV/OOW
irregular,2,5,homonyms_only_different_pos,11,0.47058823529411764,4,0,conc,ooc,False,0.19882372878878812
free will,1,1,mon,0,None,0,0,-,ooc,False,OOWN
ornithology,1,1,mon,1,1.0,0,0,abs,ooc,False,1.0000000000000013
Abuja,0,0,oov,1,1.0,0,0,n,ooc,True,OOV/OOW
behead,1,1,mon,1,1.0,0,0,-,ooc,False,0.6481966133543262
clingy,1,1,mon,0,None,0,0,-,ooc,False,OOWN
crew cut,1,1,mon,0,None,0,0,-,ooc,False,OOWN
Liberia,0,0,oov,1,1.0,0,0,n,ooc,True,OOV/OOW
chimneypiece,1,1,mon,1,1.0,0,0,conc,ooc,False,0.5486219006231352
rechem,0,0,oov,0,None,0,0,-,False,False,OOWN
spyglass,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000004
Paraguay,0,0,oov,1,1.0,0,0,n,ooc,True,OOV/OOW
acid test,1,1,mon,0,None,0,0,-,ooc,False,OOWN
1960s,0,0,oov,1,1.0,0,0,abs,False,False,1.0000000000000016
silhouette,2,4,homonyms_only_different_pos,4,0.2222222222222222,2,0,conc,False,False,OOWN
up-to-the-minute,0,0,oov,1,1.0,0,0,-,False,False,OOV/OOW
Mississippi,0,0,oov,2,0.23529411764705882,0,0,n,ooc,True,OOV/OOW
Caracas,0,0,oov,1,1.0,0,0,n,ooc,True,OOV/OOW
moon over,1,1,mon,0,None,0,0,-,ooc,False,OOWN
conjure up,1,3,poly,0,None,0,0,-,ooc,False,OOWN
enabling,1,1,mon,2,None,0,0,-,ooc,False,0.7461713891407655
entrap,1,1,mon,2,0.16666666666666666,1,0,-,ooc,False,OOWN
expanding,0,0,oov,7,0.14285714285714285,0,0,-,True,False,OOV/OOW
- ology,1,1,mon,0,None,0,0,-,ooc,False,OOWN
staple,3,7,homonyms_also_same_pos,7,0.21052631578947367,3,0,abs-conc,False,False,OOV/OOW
multimillionaire,1,1,mon,0,None,0,0,-,ooc,False,OOWN
reminiscences,1,1,mon,2,0.5,0,0,abs,ooc,False,OOWN
custom,1,3,poly,5,0.16666666666666666,2,0,abs,False,False,OOV/OOW
eucharist,0,0,oov,1,1.0,0,0,abs,False,False,OOV/OOW
compression,1,2,poly,4,0.42105263157894735,1,0,abs,ooc,False,0.2567850583907933
erudite,1,1,mon,1,1.0,0,0,-,ooc,False,1.0000000000000013
member,1,2,poly,5,0.13333333333333333,2,4,abs-conc,True,False,-0.06220584032231377
friendly society,1,1,mon,0,None,0,0,-,ooc,False,OOWN
isle,1,1,mon,1,1.0,0,0,n,False,False,0.6158220200003314
A level,1,2,poly,0,None,0,0,-,ooc,False,OOWN
lather,2,5,homonyms_only_different_pos,8,0.10526315789473684,3,0,abs-conc,ooc,False,OOV/OOW
horsy,1,2,poly,0,None,0,0,-,ooc,False,OOWN
ramjet,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000004
calcination,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000004
fiddling,1,1,mon,8,0.2,0,0,-,ooc,False,0.10452158161670211
ENGLAND,0,0,oov,1,1.0,0,0,n,ooc,True,OOV/OOW
Malaysia,0,0,oov,1,1.0,0,0,n,ooc,True,OOV/OOW
tarpaulin,1,1,mon,1,1.0,0,0,conc,ooc,False,0.6381208037075432
home help,1,1,mon,0,None,0,0,-,ooc,False,OOWN
elide,1,1,mon,1,1.0,0,0,-,ooc,False,OOV/OOW
honey,1,3,poly,4,0.25,1,0,conc,True,False,OOWN
recommendation,1,3,poly,3,0.3076923076923077,1,0,abs,False,False,OOWN
bacon,1,4,poly,3,0.23529411764705882,1,0,conc-n,ooc,False,OOV/OOW
mineral kingdom,1,1,mon,0,None,0,0,-,ooc,False,OOWN
cod - liver oil,1,1,mon,0,None,0,0,-,ooc,False,OOWN
seaway,1,3,poly,1,1.0,0,0,conc,ooc,False,1.0000000000000018
pentagon,1,1,mon,3,0.1111111111111111,1,0,abs-n,ooc,False,OOWN
per,1,5,poly,0,None,0,0,-,False,False,OOWN
retraction,1,2,poly,2,0.5555555555555556,0,0,abs,ooc,False,0.22338874281259946
whistle for,1,1,mon,0,None,0,0,-,ooc,False,OOWN
acclimatize,1,2,poly,1,1.0,0,0,-,ooc,False,0.5116635774464605
anaesthetic,2,2,homonyms_only_different_pos,3,None,0,0,conc,ooc,False,OOV/OOW
spartan,1,1,mon,5,None,1,0,conc,False,False,OOWN
old - boy network,1,2,poly,0,None,0,0,-,ooc,False,OOWN
ashes,1,1,mon,4,0.21052631578947367,0,0,abs-conc,ooc,False,OOV/OOW
Orvieto,0,0,oov,0,None,0,0,-,ooc,True,OOWN
guru,1,2,poly,3,0.6,1,3,conc,False,False,OOWN
matching,1,1,mon,12,0.2222222222222222,0,0,-,False,False,OOV/OOW
nip and tuck,1,1,mon,0,None,0,0,-,ooc,False,OOWN
war dance,1,1,mon,0,None,0,0,-,ooc,False,OOWN
abridgment,1,2,poly,1,1.0,0,0,abs,ooc,False,0.7055050560765854
sewer,1,1,mon,3,0.1,2,0,abs-conc,ooc,False,OOWN
bourbon,1,1,mon,4,0.1111111111111111,1,0,abs-conc,False,False,OOV/OOW
eatables,1,1,mon,1,1.0,0,0,conc,ooc,False,OOWN
climb,2,8,homonyms_only_different_pos,9,0.125,2,9,abs-conc,True,False,OOV/OOW
raillery,1,1,mon,1,1.0,0,0,abs,ooc,False,OOV/OOW
flannel,2,5,homonyms_only_different_pos,3,0.5454545454545454,2,0,conc,ooc,False,OOV/OOW
bar sinister,1,2,poly,0,None,0,0,-,ooc,False,OOWN
shone,1,1,mon,10,0.2222222222222222,0,0,-,ooc,False,OOWN
dti,0,0,oov,0,None,0,0,-,False,False,OOWN
oily,1,4,poly,4,None,2,0,-,ooc,False,0.1638475568460823
crusade,2,3,homonyms_only_different_pos,4,0.2,2,0,abs,True,False,OOWN
improper fraction,1,1,mon,0,None,0,0,-,ooc,False,OOWN
wound,3,3,homonyms_only_different_pos,14,0.18181818181818182,2,5,abs,False,False,OOV/OOW
46x50,0,0,oov,0,None,0,0,-,False,False,OOWN
startled,0,0,oov,3,0.25,0,0,-,False,False,OOWN
dexterous,1,1,mon,1,1.0,0,0,-,ooc,False,0.5020107064206798
U2,0,0,oov,0,None,0,0,-,ooc,True,OOWN
disk,1,1,mon,5,0.11764705882352941,1,0,abs-conc,ooc,False,OOV/OOW
gas chamber,1,1,mon,0,None,0,0,-,ooc,False,OOWN
rub against,1,1,mon,0,None,0,0,-,ooc,False,OOWN
booted,1,1,mon,3,0.18181818181818182,0,0,-,ooc,False,0.20461580380898745
pud,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000013
Baku,0,0,oov,1,0.9090909090909091,0,0,n,ooc,True,OOV/OOW
silver-edged,0,0,oov,0,None,0,0,-,False,False,OOWN
perrier,0,0,oov,0,None,0,0,-,False,False,OOWN
homey,1,1,mon,1,1.0,0,0,-,ooc,False,1.000000000000001
seersucker,1,1,mon,1,1.0,0,0,conc,ooc,False,OOV/OOW
look up and down,1,1,mon,0,None,0,0,-,ooc,False,OOWN
fighter pilot,1,1,mon,0,None,0,0,-,ooc,False,OOWN
45p,0,0,oov,0,None,0,0,-,False,False,OOWN
condor,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000002
psychology,1,4,poly,1,1.0,0,0,abs,False,False,1.0000000000000009
dread,3,5,homonyms_only_different_pos,3,None,0,0,abs,ooc,False,0.1819107592766362
necktie,1,1,mon,1,1.0,0,0,conc,ooc,False,1.000000000000001
intermingle,1,1,mon,1,1.0,0,0,-,ooc,False,0.6255423463799998
unconfined,0,0,oov,2,None,1,0,-,True,False,OOV/OOW
sterile,1,4,poly,3,None,2,0,-,ooc,False,0.36021327477076337
bring about,1,2,poly,0,None,0,0,-,ooc,False,OOWN
mantley,0,0,oov,0,None,0,0,-,False,False,OOWN
abortion,1,4,poly,2,0.47058823529411764,1,4,abs,ooc,False,OOWN
gusto,1,1,mon,1,0.875,0,0,abs,ooc,False,1.000000000000002
center of gravity,1,1,mon,0,None,0,0,-,ooc,False,OOWN
sophie,0,0,oov,0,None,0,0,-,False,False,OOWN
ensure,1,2,poly,2,0.3333333333333333,1,1,-,True,False,OOV/OOW
People's Republic of China,0,0,oov,0,None,0,0,-,ooc,True,OOWN
foley,0,0,oov,0,None,0,0,-,False,False,OOWN
multifarious,1,1,mon,1,1.0,0,0,-,ooc,False,0.6136324823253483
topper,1,1,mon,6,0.11764705882352941,3,0,abs-conc,ooc,False,OOV/OOW
tina,0,0,oov,0,None,0,0,-,False,False,OOWN
tag,3,12,homonyms_also_same_pos,10,0.125,4,5,abs-conc,ooc,False,OOV/OOW
friction,1,3,poly,3,0.10526315789473684,1,0,abs-conc,ooc,False,OOWN
marinade,1,2,poly,2,None,0,0,conc,ooc,False,OOV/OOW
clearly,1,2,poly,4,None,1,0,-,False,False,0.1867381898130348
caries,1,1,mon,1,1.0,0,0,conc,ooc,False,1.000000000000001
nitric acid,1,1,mon,0,None,0,0,-,ooc,False,OOWN
fortunate,1,1,mon,3,None,1,0,-,False,False,OOWN
Yasuhito Kawashima,0,0,oov,0,None,0,0,-,ooc,True,OOWN
nonviolence,1,1,mon,1,1.0,0,0,abs,ooc,False,1.0000000000000007
pensioner,1,1,mon,1,1.0,0,0,conc,False,False,1.0000000000000007
function as,1,1,mon,0,None,0,0,-,ooc,False,OOWN
boohoo,1,1,mon,0,None,0,0,-,ooc,False,OOWN
latchkey child,1,1,mon,0,None,0,0,-,ooc,False,OOWN
sanctities,1,1,mon,1,1.0,0,0,abs,ooc,False,OOV/OOW
Barbara Walters,0,0,oov,0,None,0,0,-,ooc,True,OOWN
balance of payments,1,1,mon,0,None,0,0,-,ooc,False,OOWN
authentic,1,2,poly,2,None,1,0,-,False,False,OOWN
leggy,1,1,mon,2,None,2,0,-,False,False,OOV/OOW
bombard,1,2,poly,5,0.14285714285714285,1,4,conc,ooc,False,OOWN
goldsmith,1,1,mon,2,0.5714285714285714,1,0,conc-n,False,False,OOV/OOW
palter with,1,2,poly,0,None,0,0,-,ooc,False,OOWN
ion,1,1,mon,1,1.0,0,1,conc,False,False,1.000000000000001
gratuitous,1,2,poly,3,None,1,0,-,False,False,OOV/OOW
Sebastien Foucras,0,0,oov,0,None,0,0,-,ooc,True,OOWN
repression,1,2,poly,3,0.26666666666666666,1,0,abs,ooc,False,OOWN
longstop,1,1,mon,0,None,0,0,-,True,False,OOWN
expectation of life,1,1,mon,0,None,0,0,-,ooc,False,OOWN
fan,3,6,homonyms_also_same_pos,7,0.16666666666666666,5,8,conc,False,False,0.15093443711474064
in aid of,0,0,oov,0,None,0,0,-,False,False,OOWN
blue peter,1,1,mon,0,None,0,0,-,ooc,False,OOWN
work - study,1,1,mon,0,None,0,0,-,ooc,False,OOWN
threaten,1,5,poly,3,0.16666666666666666,2,3,-,True,False,0.33846709427336663
intimidatory,0,0,oov,0,None,0,0,-,False,False,OOWN
seclusive,1,1,mon,0,None,0,0,-,ooc,False,OOWN
cortisone,1,1,mon,1,1.0,0,0,abs,ooc,False,1.0000000000000007
freewheel,1,1,mon,3,0.25,1,0,conc,ooc,False,OOWN
grow out of,1,3,poly,0,None,0,0,-,ooc,False,OOWN
captive balloon,1,1,mon,0,None,0,0,-,ooc,False,OOWN
gliding,1,1,mon,4,0.2,0,0,abs,ooc,False,OOWN
eyetooth,1,1,mon,1,1.0,0,0,conc,ooc,False,OOV/OOW
federation,1,3,poly,3,0.2,2,0,abs,False,False,OOWN
blarney,1,2,poly,2,None,0,0,abs,ooc,False,0.10971191927448691
originality,1,1,mon,2,0.36363636363636365,1,0,abs,False,False,OOWN
oxeye,1,1,mon,3,0.38095238095238093,0,0,conc,ooc,False,OOV/OOW
Saxon,1,1,mon,2,None,0,0,conc,ooc,False,OOWN
emerge,1,2,poly,5,0.2222222222222222,3,3,-,True,False,OOWN
go off,2,9,homonyms_only_different_pos,0,None,0,0,-,ooc,False,OOWN
urine,1,1,mon,1,1.0,0,0,abs,ooc,False,0.9999999999999996
moving picture,1,1,mon,0,None,0,0,-,ooc,False,OOWN
cold,3,12,homonyms_only_different_pos,16,0.18181818181818182,7,0,abs,True,False,OOV/OOW
Morning Prayer,1,1,mon,0,None,0,0,-,ooc,False,OOWN
scatty,1,1,mon,2,None,1,0,-,ooc,False,OOV/OOW
topknot,1,1,mon,2,0.23529411764705882,1,0,conc,ooc,False,OOWN
brush-stroke,0,0,oov,0,None,0,0,-,False,False,OOWN
yonder,1,1,mon,2,None,0,0,-,ooc,False,OOWN
rubber - stamp,1,1,mon,0,None,0,0,-,ooc,False,OOWN
knack,1,1,mon,1,1.0,0,0,abs,ooc,False,1.000000000000001
vole,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000009
fiercely,0,0,oov,2,None,0,0,-,False,False,0.37304396358333825
shrill,1,2,poly,4,None,1,0,-,ooc,False,OOWN
swordfish,1,1,mon,2,0.16,1,0,conc,ooc,False,OOV/OOW
khmer,0,0,oov,2,0.125,0,0,abs-conc,False,False,OOWN
sharp,3,19,homonyms_only_different_pos,15,0.1111111111111111,7,0,abs-conc,True,False,0.14232468138811158
redesdale,0,0,oov,0,None,0,0,-,False,False,OOWN
scamper,1,1,mon,2,None,0,0,abs,ooc,False,OOWN
duly,1,1,mon,1,1.0,0,0,-,False,False,1.0000000000000024
sea level,1,1,mon,0,None,0,0,-,ooc,False,OOWN
warder,1,1,mon,1,1.0,0,0,conc,False,False,1.0000000000000013
mendacious,1,1,mon,2,None,1,0,-,ooc,False,OOWN
postgraduate,1,1,mon,2,None,0,0,conc,ooc,False,OOV/OOW
P E,1,1,mon,0,None,0,0,-,ooc,False,OOWN
horizontality,0,0,oov,1,1.0,0,0,abs,False,False,OOV/OOW
cockroach,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000004
juncture,1,1,mon,3,0.26666666666666666,2,4,abs,ooc,False,OOV/OOW
itinerant,1,1,mon,2,None,1,0,conc,ooc,False,OOWN
worm out,1,1,mon,0,None,0,0,-,ooc,False,OOWN
skirt,2,7,homonyms_only_different_pos,8,0.2,3,3,conc,False,False,0.004153790102561616
cauldron,1,1,mon,1,1.0,0,0,conc,True,False,1.0000000000000009
disaster,1,1,mon,3,0.2,1,4,abs,False,False,0.35903045490226204
shale,1,1,mon,1,1.0,0,0,abs,ooc,False,1.0000000000000007
topmast,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000009
gigantic,1,1,mon,1,1.0,0,0,-,ooc,False,1.0000000000000009
cigarette case,1,1,mon,0,None,0,0,-,ooc,False,OOWN
dependable,1,1,mon,4,None,1,0,-,ooc,False,OOV/OOW
geranium,1,1,mon,1,1.0,0,0,conc,False,False,1.0000000000000013
assuage,1,1,mon,3,0.2,1,0,-,ooc,False,0.32152148295318567
committee stage,1,1,mon,0,None,0,0,-,ooc,False,OOWN
pay into,1,1,mon,0,None,0,0,-,ooc,False,OOWN
wilderness,1,3,poly,4,0.11764705882352941,1,0,abs-conc-n,False,False,OOWN
kilt,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000009
small intestine,1,1,mon,0,None,0,0,-,ooc,False,OOWN
SRI LANKA,0,0,oov,0,None,0,0,-,ooc,True,OOWN
pulling,0,0,oov,18,0.13333333333333333,0,0,abs,False,False,0.0774200505126115
grizel,0,0,oov,0,None,0,0,-,False,False,OOWN
hurry,2,6,homonyms_only_different_pos,6,0.15384615384615385,2,4,abs,False,False,OOV/OOW
keynote,2,3,homonyms_only_different_pos,5,0.25,2,0,abs,False,False,OOWN
quickset hedge,1,1,mon,0,None,0,0,-,ooc,False,OOWN
snipe,2,3,homonyms_only_different_pos,5,0.08695652173913043,3,4,abs-conc,ooc,False,OOV/OOW
filbert,1,2,poly,2,0.2962962962962963,1,0,conc,ooc,False,OOV/OOW
showpiece,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000013
persuasion,1,5,poly,2,0.42857142857142855,1,0,abs,False,False,0.2557783757658676
mountainous,1,2,poly,3,None,1,0,-,ooc,False,0.48277708318632595
biodegradable,1,1,mon,1,1.0,0,0,-,ooc,False,1.0000000000000018
anthropocentric,1,1,mon,1,1.0,0,0,-,ooc,False,1.0000000000000007
bowling,1,2,poly,6,0.2,2,0,abs,ooc,False,OOWN
aged,2,3,homonyms_also_same_pos,9,0.2,2,0,abs,False,False,OOV/OOW
cruse,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000007
17th-century,0,0,oov,0,None,0,0,-,False,False,OOWN
handmaiden,1,1,mon,2,0.1111111111111111,1,0,abs-conc,ooc,False,OOWN
incarcerate,1,1,mon,1,1.0,0,0,-,ooc,False,1.0000000000000009
irrevocable,1,1,mon,1,1.0,0,0,-,ooc,False,1.0000000000000016
gadgetry,1,1,mon,1,1.0,0,0,conc,ooc,False,1.000000000000002
ice age,1,1,mon,0,None,0,0,-,ooc,False,OOWN
kyrie eleison,1,1,mon,0,None,0,0,-,ooc,False,OOWN
underhand,1,1,mon,4,None,1,0,-,ooc,False,OOV/OOW
dried,1,1,mon,4,0.3333333333333333,0,0,-,ooc,False,OOWN
shopkeeper,1,1,mon,1,1.0,0,0,conc,ooc,False,0.5144144044774364
prophylactic,2,2,homonyms_only_different_pos,5,0.23529411764705882,3,0,conc,ooc,False,0.2123840089151382
acrobatic,1,1,mon,1,1.0,0,0,-,ooc,False,1.0000000000000002
disarray,1,1,mon,3,0.4,1,0,abs,ooc,False,OOV/OOW
brother,2,5,homonyms_only_different_pos,5,0.5454545454545454,2,0,conc,False,False,0.18753870354630753
inexpert,1,1,mon,1,1.0,0,0,-,ooc,False,OOV/OOW
tea cosy,1,1,mon,0,None,0,0,-,ooc,False,OOWN
barque,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000018
Orangeman,1,1,mon,1,1.0,0,0,conc,ooc,False,OOV/OOW
tiro,1,1,mon,1,1.0,0,0,conc,ooc,False,0.5569451689196101
pendulum,1,3,poly,1,1.0,0,0,conc,ooc,False,1.0000000000000007
felt,2,2,homonyms_only_different_pos,17,0.18181818181818182,2,0,conc,ooc,False,OOV/OOW
'bye,0,0,oov,0,None,0,0,-,False,False,OOWN
high jump,1,2,poly,0,None,0,0,-,ooc,False,OOWN
fasten,1,2,poly,4,0.2222222222222222,1,3,-,ooc,False,OOWN
seasick,1,1,mon,1,1.0,0,0,-,ooc,False,1.0000000000000013
phenomena,0,0,oov,2,0.16666666666666666,0,0,abs-conc,False,False,OOWN
necessitous,1,2,poly,1,1.0,0,0,-,ooc,False,OOV/OOW
sandal,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000009
drip - dry,2,2,homonyms_only_different_pos,0,None,0,0,-,ooc,False,OOWN
quantity,1,3,poly,3,0.26666666666666666,2,0,abs,True,False,OOWN
talkative,1,1,mon,3,None,1,0,-,ooc,False,0.2266761708188254
preoccupy,1,1,mon,2,0.2857142857142857,1,3,-,ooc,False,OOWN
inferno,1,2,poly,3,0.13333333333333333,2,0,abs-conc,ooc,False,0.18422039887577554
telly,1,1,mon,1,1.0,0,0,conc,False,False,1.0000000000000018
deny,1,4,poly,7,0.15384615384615385,1,4,-,True,False,OOWN
ethic,1,1,mon,2,0.42105263157894735,1,0,abs,ooc,False,OOV/OOW
eater,1,2,poly,2,0.2857142857142857,1,3,conc,ooc,False,OOWN
mutilate,1,2,poly,3,0.15384615384615385,1,3,-,ooc,False,OOWN
hare and hounds,1,1,mon,0,None,0,0,-,ooc,False,OOWN
surrey,1,1,mon,2,0.3333333333333333,1,0,conc-n,ooc,False,OOWN
14,0,0,oov,2,None,0,0,abs,False,False,OOWN
spare - part surgery,1,1,mon,0,None,0,0,-,ooc,False,OOWN
nearsighted,1,1,mon,1,1.0,0,0,-,ooc,False,1.0000000000000002
phosphorus,1,1,mon,2,0.2857142857142857,1,1,abs-conc,ooc,False,0.04398733696838452
tigerish,1,1,mon,1,1.0,0,0,-,ooc,False,OOV/OOW
steel wool,1,1,mon,0,None,0,0,-,ooc,False,OOWN
battleaxe,1,2,poly,0,None,0,0,-,ooc,False,OOWN
- finder,1,2,poly,0,None,0,0,-,ooc,False,OOWN
Plough,1,1,mon,4,0.2222222222222222,1,0,conc-n,ooc,False,OOV/OOW
under-achieve,0,0,oov,0,None,0,0,-,True,False,OOWN
predestine,1,1,mon,3,0.15384615384615385,1,0,-,ooc,False,OOV/OOW
New York Jets,0,0,oov,0,None,0,0,-,ooc,True,OOWN
miros,0,0,oov,2,0.5,0,0,conc-n,False,False,OOV/OOW
conjugal,1,1,mon,1,1.0,0,0,-,ooc,False,1.000000000000001
stunk,1,1,mon,2,0.25,0,0,-,ooc,False,OOWN
subdivide,1,1,mon,2,0.2222222222222222,1,0,-,ooc,False,OOWN
heterodoxy,1,1,mon,2,0.3076923076923077,0,0,abs,ooc,False,OOWN
disfranchise,1,1,mon,1,1.0,0,0,-,ooc,False,OOV/OOW
sort out,1,3,poly,0,None,0,0,-,ooc,False,OOWN
thraldom,1,1,mon,1,1.0,0,0,abs,ooc,False,OOV/OOW
libation,1,2,poly,3,0.23529411764705882,1,0,abs,ooc,False,OOWN
correspond,1,3,poly,4,0.3333333333333333,2,3,-,ooc,False,OOWN
inevitably,0,0,oov,2,None,0,0,-,False,False,0.3098789515235021
press conference,1,1,mon,0,None,0,0,-,ooc,False,OOWN
rampant,1,3,poly,3,None,2,0,-,ooc,False,OOWN
veld,1,1,mon,1,0.7777777777777778,0,0,abs,ooc,False,0.6321802668021685
cure - all,1,1,mon,0,None,0,0,-,ooc,False,OOWN
blood count,1,1,mon,0,None,0,0,-,ooc,False,OOWN
war of nerves,1,1,mon,0,None,0,0,-,ooc,False,OOWN
higgledy - piggledy,1,1,mon,0,None,0,0,-,ooc,False,OOWN
hydrocarbon,1,1,mon,1,1.0,0,0,abs,ooc,False,1.0000000000000013
Rev,2,2,homonyms_only_different_pos,2,None,0,0,abs,ooc,False,OOV/OOW
ridiculous,1,1,mon,3,None,1,0,-,False,False,0.373631879134928
spume,1,1,mon,2,None,0,0,abs,ooc,False,OOWN
doggerel,1,1,mon,1,1.0,0,0,abs,ooc,False,1.0000000000000009
swelter,1,1,mon,2,0.2222222222222222,1,0,-,ooc,False,OOWN
penumbra,1,1,mon,1,1.0,0,0,abs,True,False,0.9999999999999999
spear,3,4,homonyms_also_same_pos,4,0.2222222222222222,2,3,conc,False,False,OOV/OOW
sallow-skinned,0,0,oov,0,None,0,0,-,False,False,OOWN
boss - eyed,1,1,mon,0,None,0,0,-,ooc,False,OOWN
size,3,7,homonyms_also_same_pos,9,0.2,6,9,abs,False,False,OOV/OOW
nana,0,0,oov,0,None,0,0,-,False,False,OOWN
hypochondria,1,1,mon,2,0.13333333333333333,0,0,abs-conc,ooc,False,OOV/OOW
public servant,1,1,mon,0,None,0,0,-,ooc,False,OOWN
bob,5,6,homonyms_also_same_pos,12,0.1,8,8,abs-conc,False,False,OOV/OOW
secretive,1,1,mon,1,1.0,0,0,-,ooc,False,1.0
tabulator,1,1,mon,1,1.0,0,0,conc,ooc,False,OOV/OOW
live for,1,2,poly,0,None,0,0,-,ooc,False,OOWN
couturier,0,0,oov,1,1.0,0,0,conc,False,False,1.0000000000000009
southerly,1,2,poly,5,None,2,0,conc,ooc,False,0.08986206685271243
china closet,1,1,mon,0,None,0,0,-,ooc,False,OOWN
centennial,1,1,mon,2,None,0,0,abs,False,False,OOWN
archetypal,0,0,oov,1,1.0,0,0,-,False,False,0.5587828726262835
erogenous,1,1,mon,1,1.0,0,0,-,ooc,False,1.0
saleroom,1,1,mon,1,1.0,0,0,conc,ooc,False,OOV/OOW
sales resistance,1,1,mon,0,None,0,0,-,ooc,False,OOWN
algebra,1,1,mon,1,1.0,0,0,abs,ooc,False,1.000000000000001
device,1,5,poly,5,0.1,3,6,abs-conc,False,False,OOWN
misapprehend,1,1,mon,1,1.0,0,0,-,ooc,False,OOV/OOW
marram grass,1,1,mon,0,None,0,0,-,ooc,False,OOWN
golfing,0,0,oov,2,None,0,0,abs,False,False,OOWN
gavel,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000018
home truth,1,1,mon,0,None,0,0,-,ooc,False,OOWN
look about,1,1,mon,0,None,0,0,-,ooc,False,OOWN
guestroom,1,1,mon,1,1.0,0,0,conc,ooc,False,OOV/OOW
untimely,1,2,poly,3,None,1,0,-,ooc,False,OOV/OOW
jeans,1,1,mon,2,0.5882352941176471,0,0,conc,False,False,OOV/OOW
mind reader,1,1,mon,0,None,0,0,-,ooc,False,OOWN
unfailing,1,1,mon,3,None,1,0,-,False,False,OOWN
public relations officer,1,1,mon,0,None,0,0,-,ooc,False,OOWN
whippy,1,1,mon,1,1.0,0,0,-,ooc,False,1.000000000000001
shrapnel,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000009
fetishist,1,2,poly,1,1.0,0,0,conc,ooc,False,OOV/OOW
clutter,2,3,homonyms_only_different_pos,3,0.2857142857142857,1,0,abs,ooc,False,OOV/OOW
forfeit,3,3,homonyms_only_different_pos,5,0.25,1,0,abs,ooc,False,OOWN
mitre,1,2,poly,3,0.5263157894736842,2,0,conc,ooc,False,OOV/OOW
confiscate,1,1,mon,2,None,0,1,-,ooc,False,OOWN
jeopardy,1,1,mon,1,1.0,0,0,conc,ooc,False,0.5923022547239661
playwright,1,1,mon,1,1.0,0,0,conc,ooc,False,0.8750314461742713
- al,1,2,poly,0,None,0,0,-,ooc,False,OOWN
sangfroid,1,1,mon,0,None,0,0,-,ooc,False,OOWN
mince,2,6,homonyms_only_different_pos,4,0.2,2,4,conc,False,False,OOWN
housework,1,1,mon,1,1.0,0,0,abs,False,False,1.0000000000000016
mid-1990s,0,0,oov,0,None,0,0,-,False,False,OOWN
liberation,1,1,mon,3,0.5555555555555556,0,0,abs,False,False,OOWN
cock - a - doodle - doo,1,1,mon,0,None,0,0,-,ooc,False,OOWN
Mauritania,0,0,oov,1,1.0,0,0,n,ooc,True,OOV/OOW
garter,1,2,poly,2,None,0,0,conc,ooc,False,OOWN
intimate,3,7,homonyms_only_different_pos,9,0.7368421052631579,4,0,conc,False,False,0.2435499509542933
- metre,1,1,mon,0,None,0,0,-,ooc,False,OOWN
outrange,1,1,mon,1,1.0,0,0,-,ooc,False,OOV/OOW
swimming pool,1,1,mon,0,None,0,0,-,ooc,False,OOWN
walk over,1,2,poly,0,None,0,0,-,ooc,False,OOWN
sprung,2,2,homonyms_only_different_pos,5,0.16666666666666666,0,0,-,ooc,False,OOV/OOW
hands up,1,1,mon,0,None,0,0,-,ooc,False,OOWN
pusher,1,3,poly,5,0.36363636363636365,2,0,conc,False,False,0.08474228153515545
eroticism,1,1,mon,2,0.47058823529411764,1,0,abs,ooc,False,0.33514329646517205
weasel out,1,1,mon,0,None,0,0,-,ooc,False,OOWN
as long as,1,2,poly,0,None,0,0,-,False,False,OOWN
naturalness,1,1,mon,3,0.5714285714285714,0,0,abs,ooc,False,OOWN
yearly,1,1,mon,3,None,0,0,conc,ooc,False,OOV/OOW
Neanderthal man,1,1,mon,0,None,0,0,-,ooc,False,OOWN
goalless,0,0,oov,1,1.0,0,0,-,False,False,0.7517749124979959
divisive,1,1,mon,1,1.0,0,0,-,ooc,False,0.9999999999999998
life,1,28,poly,14,0.13333333333333333,5,17,abs-conc,True,False,0.3088781688917513
Azerbaijan,0,0,oov,1,1.0,0,0,n,ooc,True,OOV/OOW
turn to,2,3,homonyms_only_different_pos,0,None,0,0,-,ooc,False,OOWN
