word,n_entries,n_senses_total,polysemy_type,n_synsets,min_wup_sim,n_navigli_clusters,n_onto_senses_n_v,wn-abs-conc,mipvu,metonymy_entities
porker,1,2,poly,1,1.0,0,0,conc,ooc,False
maim,1,1,mon,1,1.0,0,0,-,False,False
pontypool,0,0,oov,0,None,0,0,-,False,False
penis,1,1,mon,1,1.0,0,0,conc,ooc,False
ironware,1,1,mon,1,1.0,0,0,conc,ooc,False
highball,1,1,mon,1,1.0,0,0,abs,ooc,False
impacted,1,1,mon,3,0.2857142857142857,0,0,-,ooc,False
band together,1,1,mon,0,None,0,0,-,ooc,False
tertiary,1,2,poly,2,None,0,0,n,ooc,False
apparently,1,2,poly,2,None,1,0,-,False,False
repay,1,3,poly,4,0.2,1,3,-,True,False
november,0,0,oov,1,1.0,0,0,abs,False,False
quickie,1,1,mon,1,1.0,0,0,abs,ooc,False
juxtapose,1,1,mon,1,1.0,0,0,-,False,False
angle,3,7,homonyms_also_same_pos,8,0.13333333333333333,5,5,abs-conc,ooc,False
1989a,0,0,oov,0,None,0,0,-,False,False
lumberjack,1,1,mon,2,0.3333333333333333,1,0,conc,ooc,False
Xmas,1,1,mon,1,0.9166666666666666,0,0,abs,ooc,False
illegal,1,1,mon,1,1.0,0,0,-,False,False
breeder,1,2,poly,1,1.0,0,0,conc,ooc,False
therein,1,2,poly,1,1.0,0,0,-,ooc,False
combination lock,1,1,mon,0,None,0,0,-,ooc,False
trap,2,11,homonyms_only_different_pos,12,0.09090909090909091,7,3,abs-conc,True,False
verbal noun,1,1,mon,0,None,0,0,-,ooc,False
prodigy,1,4,poly,3,0.125,1,0,abs-conc,ooc,False
catastrophic,0,0,oov,1,1.0,0,0,-,True,False
predicative,2,3,homonyms_only_different_pos,1,1.0,0,0,-,ooc,False
brass hat,1,1,mon,0,None,0,0,-,ooc,False
cone,1,3,poly,5,0.13333333333333333,3,0,abs-conc,ooc,False
sun helmet,1,1,mon,0,None,0,0,-,ooc,False
tubeless,1,1,mon,2,None,0,0,conc,ooc,False
soup up,1,2,poly,0,None,0,0,-,ooc,False
hernia,1,2,poly,1,1.0,0,0,abs,ooc,False
over-friendly,0,0,oov,0,None,0,0,-,True,False
deep - rooted,1,1,mon,0,None,0,0,-,ooc,False
limn,1,2,poly,2,0.6666666666666666,1,0,-,ooc,False
warm up,1,5,poly,0,None,0,0,-,ooc,False
violent,1,5,poly,5,None,2,0,-,True,False
snowshoe,1,1,mon,2,None,0,0,conc,ooc,False
win back,1,1,mon,0,None,0,0,-,ooc,False
tealeaf,1,2,poly,0,None,0,0,-,ooc,False
millipede,1,1,mon,1,1.0,0,0,conc,True,False
sufficiency,1,2,poly,3,0.3076923076923077,1,0,abs,ooc,False
booby trap,1,2,poly,0,None,0,0,-,ooc,False
sometime,2,2,homonyms_only_different_pos,2,None,0,0,-,False,False
surface - to - air,1,1,mon,0,None,0,0,-,ooc,False
drove,2,4,homonyms_only_different_pos,25,0.1,1,0,abs-conc,ooc,False
cold saw,1,1,mon,0,None,0,0,-,ooc,False
system,1,5,poly,9,0.11764705882352941,3,8,abs-conc,True,False
qua,1,1,mon,0,None,0,0,-,ooc,False
especial,1,1,mon,1,1.0,0,0,-,ooc,False
cover up for,1,1,mon,0,None,0,0,-,ooc,False
radiate from,1,1,mon,0,None,0,0,-,ooc,False
statute law,1,1,mon,0,None,0,0,-,ooc,False
rick,3,3,homonyms_also_same_pos,4,0.16666666666666666,4,0,abs,ooc,False
gnu,1,1,mon,1,1.0,0,0,conc,ooc,False
lower deck,1,2,poly,0,None,0,0,-,ooc,False
crowd out,1,1,mon,0,None,0,0,-,ooc,False
hand,2,54,homonyms_only_different_pos,16,0.08333333333333333,10,29,abs-conc,True,False
package deal,1,1,mon,0,None,0,0,-,ooc,False
unbounded,1,1,mon,1,1.0,0,0,-,ooc,False
hosanna,1,1,mon,1,1.0,0,0,abs,ooc,False
kismet,1,1,mon,1,1.0,0,0,abs,ooc,False
Rupert Murdoch,0,0,oov,0,None,0,0,-,ooc,True
roar for,1,1,mon,0,None,0,0,-,ooc,False
P O W,1,1,mon,0,None,0,0,-,ooc,False
Corn Laws,1,1,mon,0,None,0,0,-,ooc,False
c&w,0,0,oov,0,None,0,0,-,False,False
treat of,1,1,mon,0,None,0,0,-,ooc,False
dish up,1,2,poly,0,None,0,0,-,ooc,False
movie,1,1,mon,1,1.0,0,3,abs,False,False
weaponry,1,1,mon,1,1.0,0,0,conc,ooc,False
centimetre,1,1,mon,1,1.0,0,0,abs,ooc,False
sure,2,11,homonyms_only_different_pos,10,None,4,0,-,True,False
dust-covered,0,0,oov,1,1.0,0,0,-,False,False
Blanc,0,0,oov,1,1.0,0,0,conc,ooc,True
AC/DC,0,0,oov,0,None,0,0,-,ooc,True
picador,1,1,mon,1,0.9090909090909091,0,0,conc,ooc,False
concierge,1,1,mon,1,1.0,0,0,conc,ooc,False
yarn,2,3,homonyms_only_different_pos,3,0.11764705882352941,2,0,abs-conc,False,False
carbon black,1,1,mon,0,None,0,0,-,ooc,False
- kins,1,1,mon,0,None,0,0,-,ooc,False
awake to,1,1,mon,0,None,0,0,-,ooc,False
campsite,1,1,mon,1,1.0,0,0,conc,ooc,False
inefficiently,0,0,oov,1,1.0,0,0,-,False,False
dig for,1,1,mon,0,None,0,0,-,ooc,False
appoint,1,4,poly,3,0.16666666666666666,2,3,-,False,False
rattling,2,2,homonyms_only_different_pos,6,0.25,2,0,abs,ooc,False
propjet,1,1,mon,1,1.0,0,0,conc,ooc,False
heraldic,1,1,mon,2,None,1,0,-,ooc,False
malodorous,1,2,poly,1,1.0,0,0,-,ooc,False
pincer movement,1,1,mon,0,None,0,0,-,ooc,False
processor,0,0,oov,3,0.13333333333333333,1,0,abs-conc,False,False
gothic,0,0,oov,8,0.18181818181818182,2,0,abs,False,False
crown princess,1,2,poly,0,None,0,0,-,ooc,False
been,1,5,poly,13,0.13333333333333333,0,0,-,ooc,False
atelier,1,1,mon,1,1.0,0,0,conc,ooc,False
rowing,1,1,mon,2,None,0,0,abs,False,False
sis,1,1,mon,4,0.125,0,0,abs-conc,ooc,False
uncanny,1,1,mon,2,None,1,0,-,False,False
rethink,2,2,homonyms_only_different_pos,2,None,0,0,abs,False,False
nation,1,2,poly,4,0.1111111111111111,1,6,abs-n,False,False
confabulate,1,1,mon,3,0.14285714285714285,2,3,-,ooc,False
hi,1,2,poly,2,0.11764705882352941,1,0,abs-n,False,False
red - letter day,1,1,mon,0,None,0,0,-,ooc,False
misrepresent,1,1,mon,2,0.15384615384615385,1,3,-,ooc,False
cool down,1,1,mon,0,None,0,0,-,ooc,False
esprit de corps,1,1,mon,0,None,0,0,-,ooc,False
carving-knife,0,0,oov,0,None,0,0,-,False,False
empire-building,0,0,oov,0,None,0,0,-,False,False
gobbler,1,1,mon,2,0.48,2,0,conc,ooc,False
loin,1,1,mon,2,0.2857142857142857,1,0,conc,ooc,False
bring on,2,4,homonyms_only_different_pos,0,None,0,0,-,ooc,False
wo,0,0,oov,0,None,0,0,-,False,False
map - reader,1,1,mon,0,None,0,0,-,ooc,False
propitiatory,1,1,mon,2,None,0,0,-,ooc,False
ranking,1,1,mon,5,0.2857142857142857,0,0,abs,False,False
addendum,1,1,mon,1,1.0,0,0,abs,ooc,False
addle,1,2,poly,2,0.18181818181818182,2,0,-,ooc,False
unilateral disarmament,1,1,mon,0,None,0,0,-,ooc,False
soft-left,0,0,oov,0,None,0,0,-,True,False
cromlech,1,2,poly,1,1.0,0,0,conc,ooc,False
overwhelmingly,0,0,oov,1,1.0,0,0,-,False,False
Jezebel,1,1,mon,2,0.6,0,0,conc-n,ooc,False
£3,0,0,oov,0,None,0,0,-,False,False
drawing,1,3,poly,42,0.1,4,6,abs-conc,True,False
civilization,1,4,poly,4,0.16666666666666666,1,0,abs-conc,False,False
peace offering,1,1,mon,0,None,0,0,-,ooc,False
heart disease,1,1,mon,0,None,0,0,-,ooc,False
sphere,1,3,poly,7,0.1,2,6,abs-conc,ooc,False
sciatic,1,1,mon,2,None,1,0,-,ooc,False
MO,1,1,mon,3,0.11764705882352941,1,0,abs-n,ooc,False
mulch,2,2,homonyms_only_different_pos,2,None,0,0,conc,ooc,False
neither,4,4,homonyms_only_different_pos,1,1.0,0,0,-,False,False
supernumerary,1,2,poly,3,0.631578947368421,1,0,conc,ooc,False
landlord,1,2,poly,1,1.0,0,0,conc,False,False
vicious,1,4,poly,4,None,2,0,-,True,False
live together,1,1,mon,0,None,0,0,-,ooc,False
unimportant,0,0,oov,2,None,1,0,-,False,False
picked,1,1,mon,12,0.16666666666666666,0,0,-,ooc,False
pariah,1,2,poly,1,0.6666666666666666,0,0,conc,ooc,False
fretsaw,1,1,mon,1,1.0,0,0,conc,ooc,False
conglomerate,1,3,poly,4,0.2222222222222222,2,0,abs,ooc,False
Brussels,0,0,oov,1,1.0,0,0,n,ooc,True
club,2,8,homonyms_only_different_pos,11,0.10526315789473684,5,11,abs-conc,False,False
proceed to,1,2,poly,0,None,0,0,-,ooc,False
Deuteronomy,1,1,mon,1,1.0,0,0,n,ooc,False
chignon,1,1,mon,1,1.0,0,0,conc,False,False
tittle,1,1,mon,1,1.0,0,0,abs,ooc,False
burnt - out,1,2,poly,0,None,0,0,-,ooc,False
stage direction,1,1,mon,0,None,0,0,-,ooc,False
first - class,1,1,mon,0,None,0,0,-,ooc,False
alternating current,1,1,mon,0,None,0,0,-,ooc,False
whereon,1,2,poly,0,None,0,0,-,ooc,False
figure out,1,1,mon,0,None,0,0,-,ooc,False
open up,1,3,poly,0,None,0,0,-,ooc,False
hunter,1,4,poly,4,0.36363636363636365,2,5,conc,False,False
section gang,1,1,mon,0,None,0,0,-,ooc,False
flibbertigibbet,1,1,mon,1,1.0,0,0,conc,ooc,False
leadwork,0,0,oov,0,None,0,0,-,False,False
fervid,1,1,mon,2,None,2,0,-,ooc,False
regard as,1,1,mon,0,None,0,0,-,ooc,False
showing,1,3,poly,14,0.14285714285714285,1,0,abs,True,False
write - off,1,1,mon,0,None,0,0,-,ooc,False
refinement,1,3,poly,5,0.14285714285714285,1,0,abs-conc,ooc,False
run - up,1,2,poly,0,None,0,0,-,ooc,False
R,2,5,homonyms_only_different_pos,4,0.23529411764705882,1,0,abs,ooc,False
fluky,1,1,mon,1,1.0,0,0,-,ooc,False
take out,1,6,poly,0,None,0,0,-,ooc,False
wallah,1,1,mon,1,0.6666666666666666,0,0,conc,ooc,False
flashgun,1,1,mon,1,1.0,0,0,conc,ooc,False
parcel up,1,1,mon,0,None,0,0,-,ooc,False
harvester,1,2,poly,2,0.3333333333333333,0,0,conc,ooc,False
stopover,1,1,mon,2,0.13333333333333333,1,0,abs-conc,ooc,False
desperate,1,3,poly,7,None,2,0,conc,True,False
effigy,1,2,poly,1,1.0,0,0,conc,ooc,False
since,3,4,homonyms_only_different_pos,0,None,0,0,-,False,False
dingdong,1,2,poly,2,None,0,0,-,ooc,False
thither,1,1,mon,1,1.0,0,0,-,ooc,False
vermiform,1,1,mon,1,1.0,0,0,-,ooc,False
landing stage,1,1,mon,0,None,0,0,-,ooc,False
nightjar,1,1,mon,1,1.0,0,0,conc,ooc,False
sales,1,1,mon,6,0.21052631578947367,0,0,abs,False,False
sharecropper,1,1,mon,1,1.0,0,0,conc,ooc,False
Chris Hunt,0,0,oov,0,None,0,0,-,ooc,True
flotation,1,1,mon,2,0.11764705882352941,2,0,abs-conc,True,False
world - class,1,1,mon,0,None,0,0,-,ooc,False
by the way,1,1,mon,0,None,0,0,-,ooc,False
get across,2,2,homonyms_only_different_pos,0,None,0,0,-,ooc,False
rehash,2,2,homonyms_only_different_pos,3,0.14285714285714285,1,0,abs,ooc,False
see to,1,1,mon,0,None,0,0,-,ooc,False
sleep with,1,1,mon,0,None,0,0,-,ooc,False
unavailing,1,1,mon,1,1.0,0,0,-,ooc,False
lip service,1,1,mon,0,None,0,0,-,ooc,False
acquisitive,1,1,mon,1,1.0,0,0,-,ooc,False
made,2,5,homonyms_only_different_pos,52,0.15384615384615385,1,0,-,ooc,False
predator,1,1,mon,2,0.631578947368421,2,3,conc,ooc,False
picasso,0,0,oov,1,1.0,0,0,n,False,False
val,0,0,oov,0,None,0,0,-,False,False
staging,1,3,poly,9,0.1111111111111111,1,0,abs-conc,False,False
walkabout,1,2,poly,3,0.75,2,0,abs,ooc,False
desert,2,4,homonyms_only_different_pos,4,0.25,1,3,abs,False,False
tenor,1,4,poly,7,0.11764705882352941,2,0,abs-conc,ooc,False
sphagnum,1,1,mon,1,1.0,0,0,conc,ooc,False
Jon Stewart,0,0,oov,0,None,0,0,-,ooc,True
galantine,1,1,mon,1,1.0,0,0,conc,ooc,False
Apocrypha,1,2,poly,1,1.0,0,0,abs,ooc,False
devotion,1,3,poly,4,0.23529411764705882,1,0,abs,True,False
half a crown,1,1,mon,0,None,0,0,-,ooc,False
metalanguage,1,1,mon,1,1.0,0,0,abs,ooc,False
trawler,1,1,mon,2,0.34782608695652173,1,0,conc,ooc,False
bootstraps,1,1,mon,2,None,0,0,conc,ooc,False
lead-free,0,0,oov,1,1.0,0,0,-,False,False
judgment day,1,2,poly,0,None,0,0,-,ooc,False
sea,1,11,poly,3,0.15384615384615385,1,0,abs-conc,False,False
desideratum,1,1,mon,1,1.0,0,0,conc,ooc,False
radiograph,1,1,mon,1,1.0,0,0,conc,ooc,False
bathing,1,1,mon,6,0.18181818181818182,0,0,abs,ooc,False
runs,1,1,mon,57,0.1111111111111111,0,0,abs-conc,ooc,False
lovechild,1,1,mon,0,None,0,0,-,ooc,False
crimplene,1,1,mon,0,None,0,0,-,ooc,False
Indigenous Australians,0,0,oov,0,None,0,0,-,ooc,True
intimacy,1,5,poly,3,0.375,1,0,abs,ooc,False
file down,1,1,mon,0,None,0,0,-,ooc,False
3.2,0,0,oov,0,None,0,0,-,False,False
alliance,1,1,mon,5,0.25,1,0,abs,ooc,False
Jr,1,1,mon,1,1.0,0,0,conc,ooc,False
mufti,2,2,homonyms_also_same_pos,2,0.42105263157894735,2,0,conc,ooc,False
orange-red,0,0,oov,1,1.0,0,0,-,False,False
atavism,1,2,poly,1,1.0,0,0,abs,ooc,False
substantial,1,6,poly,5,None,2,0,-,True,False
astrolabe,1,1,mon,1,1.0,0,0,conc,ooc,False
bounder,1,1,mon,2,0.5714285714285714,1,0,conc,ooc,False
differential gear,1,1,mon,0,None,0,0,-,ooc,False
disentangle,1,2,poly,5,0.16666666666666666,1,0,-,True,False
parity,1,2,poly,5,0.21052631578947367,3,0,abs,ooc,False
SOUTH AFRICA,0,0,oov,0,None,0,0,-,ooc,True
jubilee,1,1,mon,1,1.0,0,0,abs,ooc,False
jag,3,4,homonyms_also_same_pos,5,0.1,2,0,abs-conc,ooc,False
chaplain,1,1,mon,1,1.0,0,0,conc,ooc,False
billet - doux,1,1,mon,0,None,0,0,-,ooc,False
braggart,1,1,mon,2,None,0,0,conc,ooc,False
work,2,30,homonyms_only_different_pos,34,0.11764705882352941,13,17,abs-conc,True,False
show - off,1,1,mon,0,None,0,0,-,ooc,False
drg,0,0,oov,0,None,0,0,-,False,False
degauss,1,1,mon,1,1.0,0,0,-,ooc,False
cross - refer,1,1,mon,0,None,0,0,-,ooc,False
inferential,1,1,mon,5,None,0,0,-,ooc,False
preceptor,1,1,mon,1,1.0,0,0,conc,ooc,False
savoury,2,4,homonyms_only_different_pos,5,0.5555555555555556,2,0,conc,ooc,False
swoop,2,4,homonyms_only_different_pos,6,0.21052631578947367,2,0,abs,ooc,False
preen,1,2,poly,3,0.13333333333333333,1,0,-,ooc,False
know,2,16,homonyms_only_different_pos,12,0.2,5,7,abs,True,False
quartermaster - general,1,1,mon,0,None,0,0,-,ooc,False
livelong,1,1,mon,2,None,0,0,conc,ooc,False
vivisection,1,2,poly,1,1.0,0,0,abs,ooc,False
engross,1,2,poly,2,0.2222222222222222,1,0,-,False,False
ill at ease,1,1,mon,0,None,0,0,-,ooc,False
forward pass,1,1,mon,0,None,0,0,-,ooc,False
saviour,1,2,poly,2,0.631578947368421,1,0,conc-n,ooc,False
butterscotch,1,2,poly,1,1.0,0,0,conc,ooc,False
ruination,1,1,mon,4,0.19047619047619047,1,0,abs,ooc,False
test ban,1,1,mon,0,None,0,0,-,ooc,False
augury,1,3,poly,1,1.0,0,0,abs,ooc,False
let out,1,8,poly,0,None,0,0,-,ooc,False
Matt Damon,0,0,oov,0,None,0,0,-,ooc,True
sharp - eyed,1,1,mon,0,None,0,0,-,ooc,False
jane,0,0,oov,0,None,0,0,-,False,False
Master of Arts,1,1,mon,0,None,0,0,-,ooc,False
changeless,1,1,mon,3,None,1,0,-,False,False
larrup,1,1,mon,1,1.0,0,0,-,ooc,False
fool with,1,1,mon,0,None,0,0,-,ooc,False
gooseberry,1,3,poly,2,0.3333333333333333,2,0,conc,ooc,False
hummock,1,1,mon,1,1.0,0,0,conc,ooc,False
marble,1,3,poly,4,0.23529411764705882,2,0,abs-conc,True,False
mutilation,1,2,poly,1,1.0,0,0,abs,ooc,False
flutist,1,1,mon,1,1.0,0,0,conc,ooc,False
perfectly,1,3,poly,2,None,1,0,-,False,False
smalls,1,1,mon,2,0.16666666666666666,0,0,abs-conc,ooc,False
funeral parlour,1,1,mon,0,None,0,0,-,ooc,False
peace,1,8,poly,5,0.23529411764705882,3,4,abs,False,False
oriana,0,0,oov,0,None,0,0,-,False,False
stockinet,1,1,mon,1,1.0,0,0,conc,ooc,False
we'll,1,2,poly,0,None,0,0,-,ooc,False
unorthodox,1,1,mon,2,None,1,0,-,ooc,False
Mercator projection,1,1,mon,0,None,0,0,-,ooc,False
fortitude,1,1,mon,1,0.9,0,0,abs,ooc,False
decipher,1,1,mon,2,0.16666666666666666,1,0,-,ooc,False
grateful,1,1,mon,2,None,1,0,-,False,False
sorehead,1,1,mon,1,0.6666666666666666,0,0,conc,ooc,False
flying,2,4,homonyms_only_different_pos,17,0.18181818181818182,1,0,abs,True,False
bridle,2,4,homonyms_only_different_pos,5,0.1,3,0,abs-conc,False,False
Afro -,1,2,poly,0,None,0,0,-,ooc,False
clich *31,1,1,mon,0,None,0,0,-,ooc,False
chervil,1,2,poly,2,0.2,1,0,conc,ooc,False
cargo,1,1,mon,1,1.0,0,0,conc,False,False
roomy,1,1,mon,2,None,0,0,conc,ooc,False
anniversary,1,2,poly,1,1.0,0,1,abs,False,False
weird,1,2,poly,3,None,1,0,abs,False,False
fascia,1,2,poly,2,0.21052631578947367,0,0,conc,ooc,False
special delivery,1,1,mon,0,None,0,0,-,ooc,False
gamble away,1,1,mon,0,None,0,0,-,ooc,False
set against,1,2,poly,0,None,0,0,-,ooc,False
candid,1,2,poly,3,None,2,0,-,True,False
systems analyst,1,1,mon,0,None,0,0,-,ooc,False
prelude,1,2,poly,4,0.15384615384615385,3,0,abs,ooc,False
subsidise,0,0,oov,2,0.5,0,0,-,False,False
scarborough,0,0,oov,0,None,0,0,-,False,False
vidal,0,0,oov,1,1.0,0,0,n,False,False
centerboard,1,1,mon,1,1.0,0,0,conc,ooc,False
cogitate,1,1,mon,2,0.3333333333333333,1,0,-,ooc,False
gym,1,2,poly,1,1.0,0,0,conc,False,False
diatonic scale,1,1,mon,0,None,0,0,-,ooc,False
irregularity,1,3,poly,4,0.25,1,0,abs,True,False
seamanlike,1,1,mon,1,1.0,0,0,-,ooc,False
farce,1,3,poly,3,0.11764705882352941,1,0,abs-conc,ooc,False
bring into,1,1,mon,0,None,0,0,-,ooc,False
chronometer,1,1,mon,1,1.0,0,0,conc,ooc,False
overland,1,1,mon,1,1.0,0,0,-,ooc,False
missing link,1,2,poly,0,None,0,0,-,ooc,False
issue forth,1,1,mon,0,None,0,0,-,ooc,False
folio,1,5,poly,3,0.13333333333333333,2,0,abs-conc,ooc,False
animation,1,2,poly,6,0.21052631578947367,2,0,abs,ooc,False
laity,1,2,poly,1,1.0,0,0,abs,ooc,False
hecatomb,1,2,poly,1,1.0,0,0,abs,ooc,False
dream up,1,1,mon,0,None,0,0,-,ooc,False
bored,0,0,oov,4,0.2857142857142857,1,0,-,False,False
dress,3,22,homonyms_only_different_pos,21,0.16666666666666666,6,12,conc,False,False
picnic,2,3,homonyms_only_different_pos,4,0.11764705882352941,2,0,abs-conc,ooc,False
tatian,0,0,oov,0,None,0,0,-,False,False
37.5p,0,0,oov,0,None,0,0,-,False,False
commemoration,1,3,poly,2,0.26666666666666666,1,0,abs,ooc,False
ahoy,1,1,mon,0,None,0,0,-,ooc,False
potter,2,2,homonyms_also_same_pos,4,0.2857142857142857,1,1,conc,False,False
revealed religion,1,1,mon,0,None,0,0,-,ooc,False
gunshot,1,3,poly,1,1.0,0,0,abs,ooc,False
foreordain,1,1,mon,2,0.8,1,0,-,ooc,False
Latvia,0,0,oov,1,1.0,0,0,n,ooc,True
nodal,1,1,mon,0,None,0,0,-,ooc,False
centre forward,1,1,mon,0,None,0,0,-,ooc,False
facts of life,1,1,mon,0,None,0,0,-,ooc,False
Highway Code,1,1,mon,0,None,0,0,-,ooc,False
quadrille,1,1,mon,2,0.2,1,0,abs,ooc,False
snap at,1,2,poly,0,None,0,0,-,ooc,False
journalese,1,1,mon,1,1.0,0,0,abs,ooc,False
disenfranchised,0,0,oov,2,None,0,0,-,False,False
pre-packed,0,0,oov,0,None,0,0,-,True,False
concomitance,1,2,poly,1,1.0,0,0,abs,ooc,False
flight deck,1,2,poly,0,None,0,0,-,ooc,False
president,1,6,poly,6,0.1,1,4,abs-conc,False,False
protest,2,7,homonyms_only_different_pos,6,0.14285714285714285,3,8,abs,False,False
inheritance,1,2,poly,4,0.2857142857142857,1,0,abs,ooc,False
tortilla,1,1,mon,1,1.0,0,0,conc,ooc,False
suburbs,1,1,mon,1,1.0,0,0,conc,ooc,False
emotional,1,3,poly,4,None,1,0,-,False,False
aseptic,1,1,mon,1,1.0,0,0,-,ooc,False
blackout,1,5,poly,5,0.2222222222222222,2,0,abs,ooc,False
byways,1,1,mon,1,1.0,0,0,conc,ooc,False
phonemic,1,3,poly,2,None,0,0,-,ooc,False
incarnate,2,3,homonyms_only_different_pos,4,0.2857142857142857,2,0,-,ooc,False
flap,2,7,homonyms_only_different_pos,11,0.11764705882352941,5,5,abs-conc,False,False
resale,0,0,oov,1,1.0,0,0,abs,False,False
white feather,1,1,mon,0,None,0,0,-,ooc,False
bother,2,8,homonyms_only_different_pos,8,0.14285714285714285,3,6,abs,True,False
sender,1,1,mon,2,0.42105263157894735,0,0,conc,ooc,False
toleration,1,2,poly,2,0.2222222222222222,1,0,abs,ooc,False
plaster of paris,1,1,mon,0,None,0,0,-,ooc,False
pushy,1,1,mon,1,1.0,0,0,-,ooc,False
lockup,1,2,poly,2,0.1,0,0,abs-conc,ooc,False
pasting,1,2,poly,3,0.2222222222222222,0,0,-,ooc,False
sawbones,1,1,mon,1,1.0,0,0,conc,ooc,False
tease,1,4,poly,12,0.11764705882352941,4,12,abs-conc,True,False
disagree with,1,1,mon,0,None,0,0,-,ooc,False
plough back,1,1,mon,0,None,0,0,-,ooc,False
stacked,0,0,oov,5,0.2,1,0,-,False,False
lead off,1,1,mon,0,None,0,0,-,ooc,False
subedit,1,1,mon,1,1.0,0,0,-,ooc,False
embowered,1,1,mon,1,1.0,0,0,-,ooc,False
lugger,1,1,mon,1,1.0,0,0,conc,ooc,False
pestle,2,2,homonyms_only_different_pos,4,0.631578947368421,1,0,conc,ooc,False
surfboard,1,1,mon,2,None,0,0,conc,ooc,False
panic - stricken,1,1,mon,0,None,0,0,-,ooc,False
talk down,1,2,poly,0,None,0,0,-,ooc,False
rotisserie,1,2,poly,2,0.45454545454545453,2,0,conc,ooc,False
wink at,1,1,mon,0,None,0,0,-,ooc,False
muldoon,0,0,oov,0,None,0,0,-,False,False
pickaxe,1,1,mon,1,1.0,0,0,conc,ooc,False
New York,0,0,oov,0,None,0,0,-,ooc,True
advanced,1,3,poly,20,0.15384615384615385,1,0,-,True,False
interdependent,1,1,mon,1,1.0,0,0,-,ooc,False
National University of Singapore,0,0,oov,0,None,0,0,-,ooc,True
golf,2,2,homonyms_only_different_pos,2,None,0,0,abs,False,False
philanthropic,1,1,mon,2,None,1,0,-,ooc,False
upswing,1,1,mon,0,None,0,0,-,ooc,False
harmonium,1,1,mon,1,1.0,0,0,conc,ooc,False
zonked,1,1,mon,0,None,0,0,-,ooc,False
pacify,1,2,poly,2,0.25,1,0,-,ooc,False
Middle,1,1,mon,9,0.125,0,0,abs-conc,ooc,False
ill - timed,1,1,mon,0,None,0,0,-,ooc,False
celestial,1,2,poly,3,None,1,0,-,ooc,False
BR,1,1,mon,2,0.46153846153846156,1,0,abs-n,ooc,False
corset,1,1,mon,2,None,0,0,conc,ooc,False
supple,1,2,poly,4,None,1,0,-,ooc,False
acreage,1,1,mon,1,1.0,0,0,abs,ooc,False
smart,3,9,homonyms_only_different_pos,9,None,3,0,abs,True,False
- comer,1,1,mon,0,None,0,0,-,ooc,False
brioche,1,1,mon,1,1.0,0,0,conc,ooc,False
mesmerism,1,1,mon,1,1.0,0,0,abs,ooc,False
grimly,0,0,oov,1,1.0,0,0,-,False,False
lost,1,8,poly,21,0.2,2,0,abs,True,False
chap,4,5,homonyms_also_same_pos,5,0.1111111111111111,2,0,abs-conc,False,False
repartee,1,2,poly,1,1.0,0,0,abs,False,False
hash up,1,1,mon,0,None,0,0,-,ooc,False
patron,1,4,poly,3,0.5217391304347826,3,0,conc,False,False
poll tax,1,1,mon,0,None,0,0,-,ooc,False
concert grand,1,1,mon,0,None,0,0,-,ooc,False
warming pan,1,1,mon,0,None,0,0,-,ooc,False
exult,1,1,mon,2,0.5714285714285714,1,0,-,ooc,False
gasoline,1,1,mon,1,0.9090909090909091,0,1,abs,ooc,False
longwinded,1,1,mon,0,None,0,0,-,ooc,False
solihull,0,0,oov,0,None,0,0,-,False,False
elegant,1,3,poly,3,None,2,0,-,True,False
parrot fashion,1,1,mon,0,None,0,0,-,ooc,False
exempt,2,2,homonyms_only_different_pos,4,0.25,2,1,-,ooc,False
overpopulated,1,1,mon,1,1.0,0,0,-,ooc,False
header,1,2,poly,7,0.1,4,0,abs-conc,False,False
pathology,1,1,mon,2,0.19047619047619047,1,0,abs,False,False
formidable,1,2,poly,2,None,1,0,-,ooc,False
rip off,1,2,poly,0,None,0,0,-,ooc,False
unruly,1,2,poly,3,None,1,0,-,True,False
pontificate,2,3,homonyms_only_different_pos,3,0.18181818181818182,1,0,abs,ooc,False
hubble - bubble,1,1,mon,0,None,0,0,-,ooc,False
wildfire,1,1,mon,1,1.0,0,0,abs,ooc,False
rattan,1,3,poly,3,0.3333333333333333,2,0,conc,ooc,False
EU,0,0,oov,2,0.25,1,0,abs,ooc,True
rigid,1,3,poly,5,None,3,0,-,ooc,False
temptation,1,2,poly,3,0.26666666666666666,1,0,abs,False,False
lighthouse,1,1,mon,1,1.0,0,0,conc,False,False
put down for,1,3,poly,0,None,0,0,-,ooc,False
cloakroom,1,2,poly,2,0.8421052631578947,1,0,conc,False,False
insole,1,1,mon,1,1.0,0,0,conc,ooc,False
self - seeking,1,1,mon,0,None,0,0,-,ooc,False
wheedle out,1,1,mon,0,None,0,0,-,ooc,False
winding sheet,1,1,mon,0,None,0,0,-,ooc,False
leveraged,0,0,oov,2,0.16666666666666666,0,0,-,False,False
confute,1,1,mon,1,1.0,0,0,-,ooc,False
prescient,1,1,mon,1,1.0,0,0,-,ooc,False
acetate,1,1,mon,2,0.23529411764705882,2,0,abs-conc,False,False
cad,1,1,mon,2,0.125,1,0,abs-conc,ooc,False
stax/atlantic,0,0,oov,0,None,0,0,-,False,False
drive into,1,2,poly,0,None,0,0,-,ooc,False
ours,1,1,mon,0,None,0,0,-,False,False
loath,1,2,poly,2,None,1,0,-,ooc,False
